TIMESTAMP [s],PPG1_SUB1,PPG1_SUB2,PPG1_SUB3,PPG1_SUB4,PPG1_SUB5,PPG1_SUB6,PPG1_SUB7,PPG1_SUB8,PPG2_SUB1,PPG2_SUB2,PPG2_SUB3,PPG2_SUB4,PPG2_SUB5,PPG2_SUB6,PPG2_SUB7,PPG2_SUB8,ECG_SEQ1_SUB1,ECG_SEQ1_SUB2,ECG_SEQ2_SUB1
211.34,-12,-3782,-4883,,,,,,,,,,,,,,,,
211.35,-12,-3205,-4118,,,,,,,,,,,,,,,,
211.36,-13,-2620,-3335,,,,,,,,,,,,,,,,
211.37,-11,-2031,-2560,,,,,,,,,,,,,,,,
211.38,-10,-1457,-1808,,,,,,,,,,,,,,,,
211.39,-9,-917,-1105,,,,,,,,,,,,,,,,
211.4,-8,-431,-470,,,,,,,,,,,,,,,,
211.41,-6,-5,68,,,,,,,,,,,,,,,,
211.42,-4,334,498,,,,,,,,,,,,,,,,
211.43,-2,586,813,,,,,,,,,,,,,,,,
211.44,0,754,1016,,,,,,,,,,,,,,,,
211.45,2,852,1131,,,,,,,,,,,,,,,,
211.46,5,896,1174,,,,,,,,,,,,,,,,
211.47,4,905,1174,,,,,,,,,,,,,,,,
211.48,3,899,1164,,,,,,,,,,,,,,,,
211.49,2,893,1159,,,,,,,,,,,,,,,,
211.5,2,899,1177,,,,,,,,,,,,,,,,
211.51,4,921,1215,,,,,,,,,,,,,,,,
211.52,4,950,1269,,,,,,,,,,,,,,,,
211.53,3,985,1333,,,,,,,,,,,,,,,,
211.54,4,1025,1402,,,,,,,,,,,,,,,,
211.55,4,1068,1479,,,,,,,,,,,,,,,,
211.56,4,1117,1560,,,,,,,,,,,,,,,,
211.57,5,1168,1649,,,,,,,,,,,,,,,,
211.58,7,1225,1745,,,,,,,,,,,,,,,,
211.59,7,1292,1851,,,,,,,,,,,,,,,,
211.6,7,1374,1970,,,,,,,,,,,,,,,,
211.61,7,1459,2092,,,,,,,,,,,,,,,,
211.62,7,1547,2212,,,,,,,,,,,,,,,,
211.63,9,1632,2321,,,,,,,,,,,,,,,,
211.64,11,1707,2425,,,,,,,,,,,,,,,,
211.65,12,1775,2516,,,,,,,,,,,,,,,,
211.66,11,1834,2597,,,,,,,,,,,,,,,,
211.67,11,1888,2668,,,,,,,,,,,,,,,,
211.68,10,1939,2732,,,,,,,,,,,,,,,,
211.69,10,1986,2793,,,,,,,,,,,,,,,,
211.7,10,2035,2858,,,,,,,,,,,,,,,,
211.71,9,2089,2925,,,,,,,,,,,,,,,,
211.72,9,2134,2980,,,,,,,,,,,,,,,,
211.73,6,2174,3028,,,,,,,,,,,,,,,,
211.74,5,2256,3133,,,,,,,,,,,,,,,,
211.75,6,2402,3322,,,,,,,,,,,,,,,,
211.76,7,2581,3554,,,,,,,,,,,,,,,,
211.77,6,2761,3781,,,,,,,,,,,,,,,,
211.78,5,2905,3963,,,,,,,,,,,,,,,,
211.79,4,2974,4047,,,,,,,,,,,,,,,,
211.8,4,2940,3987,,,,,,,,,,,,,,,,
211.81,3,2769,3751,,,,,,,,,,,,,,,,
211.82,3,2453,3320,,,,,,,,,,,,,,,,
211.83,2,1988,2693,,,,,,,,,,,,,,,,
211.84,2,1387,1886,,,,,,,,,,,,,,,,
211.85,1,672,929,,,,,,,,,,,,,,,,
211.86,0,-140,-151,,,,,,,,,,,,,,,,
211.87,-2,-1015,-1313,,,,,,,,,,,,,,,,
211.88,-2,-1914,-2505,,,,,,,,,,,,,,,,
211.89,-1,-2798,-3673,,,,,,,,,,,,,,,,
211.9,-1,-3636,-4781,,,,,,,,,,,,,,,,
211.91,-1,-4400,-5789,,,,,,,,,,,,,,,,
211.92,0,-5057,-6662,,,,,,,,,,,,,,,,
211.93,0,-5593,-7375,,,,,,,,,,,,,,,,
211.94,1,-5997,-7910,,,,,,,,,,,,,,,,
211.95,1,-6256,-8257,,,,,,,,,,,,,,,,
211.96,0,-6374,-8412,,,,,,,,,,,,,,,,
211.97,0,-6351,-8377,,,,,,,,,,,,,,,,
211.98,-1,-6203,-8177,,,,,,,,,,,,,,,,
211.99,0,-5951,-7832,,,,,,,,,,,,,,,,
212.0,1,-5625,-7382,,,,,,,,,,,,,,,,
212.01,3,-5254,-6872,,,,,,,,,,,,,,,,
212.02,3,-4874,-6355,,,,,,,,,,,,,,,,
212.03,1,-4485,-5824,,,,,,,,,,,,,,,,
212.04,0,-4044,-5225,,,,,,,,,,,,,,,,
212.05,-1,-3559,-4570,,,,,,,,,,,,,,,,
212.06,-3,-3055,-3887,,,,,,,,,,,,,,,,
212.07,-2,-2541,-3198,,,,,,,,,,,,,,,,
212.08,-4,-2032,-2519,,,,,,,,,,,,,,,,
212.09,-4,-1551,-1877,,,,,,,,,,,,,,,,
212.1,-5,-1106,-1293,,,,,,,,,,,,,,,,
212.11,-7,-717,-781,,,,,,,,,,,,,,,,
212.12,-6,-383,-353,,,,,,,,,,,,,,,,
212.13,-5,-113,-10,,,,,,,,,,,,,,,,
212.14,-3,101,251,,,,,,,,,,,,,,,,
212.15,-3,257,436,,,,,,,,,,,,,,,,
212.16,-4,360,551,,,,,,,,,,,,,,,,
212.17,-5,430,623,,,,,,,,,,,,,,,,
212.18,-5,481,670,,,,,,,,,,,,,,,,
212.19,-5,528,714,,,,,,,,,,,,,,,,
212.2,-3,578,762,,,,,,,,,,,,,,,,
212.21,-2,639,829,,,,,,,,,,,,,,,,
212.22,0,716,917,,,,,,,,,,,,,,,,
212.23,-1,808,1026,,,,,,,,,,,,,,,,
212.24,0,908,1145,,,,,,,,,,,,,,,,
212.25,0,1014,1270,,,,,,,,,,,,,,,,
212.26,0,1120,1395,,,,,,,,,,,,,,,,
212.27,0,1223,1516,,,,,,,,,,,,,,,,
212.28,0,1318,1635,,,,,,,,,,,,,,,,
212.29,1,1404,1743,,,,,,,,,,,,,,,,
212.3,1,1484,1849,,,,,,,,,,,,,,,,
212.31,2,1556,1946,,,,,,,,,,,,,,,,
212.32,3,1622,2036,,,,,,,,,,,,,,,,
212.33,4,1687,2128,,,,,,,,,,,,,,,,
212.34,4,1754,2224,,,,,,,,,,,,,,,,
212.35,2,1820,2317,,,,,,,,,,,,,,,,
212.36,0,1882,2411,,,,,,,,,,,,,,,,
212.37,0,1948,2506,,,,,,,,,,,,,,,,
212.38,0,2011,2596,,,,,,,,,,,,,,,,
212.39,0,2069,2680,,,,,,,,,,,,,,,,
212.4,-1,2127,2760,,,,,,,,,,,,,,,,
212.41,-1,2185,2839,,,,,,,,,,,,,,,,
212.42,0,2246,2922,,,,,,,,,,,,,,,,
212.43,0,2314,3009,,,,,,,,,,,,,,,,
212.44,1,2388,3103,,,,,,,,,,,,,,,,
212.45,2,2461,3196,,,,,,,,,,,,,,,,
212.46,2,2530,3284,,,,,,,,,,,,,,,,
212.47,2,2597,3367,,,,,,,,,,,,,,,,
212.48,2,2661,3443,,,,,,,,,,,,,,,,
212.49,3,2723,3514,,,,,,,,,,,,,,,,
212.5,5,2775,3575,,,,,,,,,,,,,,,,
212.51,5,2817,3624,,,,,,,,,,,,,,,,
212.52,6,2851,3667,,,,,,,,,,,,,,,,
212.53,5,2887,3714,,,,,,,,,,,,,,,,
212.54,5,2930,3769,,,,,,,,,,,,,,,,
212.55,4,2992,3840,,,,,,,,,,,,,,,,
212.56,4,3071,3933,,,,,,,,,,,,,,,,
212.57,3,3156,4027,,,,,,,,,,,,,,,,
212.58,3,3234,4116,,,,,,,,,,,,,,,,
212.59,3,3334,4228,,,,,,,,,,,,,,,,
212.6,2,3467,4388,,,,,,,,,,,,,,,,
212.61,0,3604,4561,,,,,,,,,,,,,,,,
212.62,0,3712,4698,,,,,,,,,,,,,,,,
212.63,2,3752,4750,,,,,,,,,,,,,,,,
212.64,4,3687,4671,,,,,,,,,,,,,,,,
212.65,3,3492,4426,,,,,,,,,,,,,,,,
212.66,2,3156,3997,,,,,,,,,,,,,,,,
212.67,2,2679,3387,,,,,,,,,,,,,,,,
212.68,3,2068,2599,,,,,,,,,,,,,,,,
212.69,3,1340,1658,,,,,,,,,,,,,,,,
212.7,6,521,593,,,,,,,,,,,,,,,,
212.71,8,-363,-557,,,,,,,,,,,,,,,,
212.72,9,-1275,-1744,,,,,,,,,,,,,,,,
212.73,8,-2179,-2926,,,,,,,,,,,,,,,,
212.74,8,-3033,-4048,,,,,,,,,,,,,,,,
212.75,9,-3812,-5070,,,,,,,,,,,,,,,,
212.76,9,-4490,-5964,,,,,,,,,,,,,,,,
212.77,9,-5040,-6696,,,,,,,,,,,,,,,,
212.78,8,-5451,-7249,,,,,,,,,,,,,,,,
212.79,7,-5719,-7606,,,,,,,,,,,,,,,,
212.8,5,-5842,-7769,,,,,,,,,,,,,,,,
212.81,3,-5826,-7740,,,,,,,,,,,,,,,,
212.82,1,-5682,-7533,,,,,,,,,,,,,,,,
212.83,0,-5430,-7176,,,,,,,,,,,,,,,,
212.84,0,-5097,-6707,,,,,,,,,,,,,,,,
212.85,-1,-4714,-6165,,,,,,,,,,,,,,,,
212.86,-4,-4311,-5603,,,,,,,,,,,,,,,,
212.87,-5,-3926,-5062,,,,,,,,,,,,,,,,
212.88,-5,-3564,-4555,,,,,,,,,,,,,,,,
212.89,-5,-3188,-4038,,,,,,,,,,,,,,,,
212.9,-6,-2797,-3504,,,,,,,,,,,,,,,,
212.91,-8,-2405,-2970,,,,,,,,,,,,,,,,
212.92,-7,-2021,-2458,,,,,,,,,,,,,,,,
212.93,-6,-1662,-1984,,,,,,,,,,,,,,,,
212.94,-6,-1342,-1564,,,,,,,,,,,,,,,,
212.95,-6,-1067,-1208,,,,,,,,,,,,,,,,
212.96,-6,-836,-918,,,,,,,,,,,,,,,,
212.97,-5,-654,-692,,,,,,,,,,,,,,,,
212.98,-5,-522,-532,,,,,,,,,,,,,,,,
212.99,-6,-432,-427,,,,,,,,,,,,,,,,
213.0,-3,-376,-369,,,,,,,,,,,,,,,,
213.01,-2,-355,-348,,,,,,,,,,,,,,,,
213.02,-1,-352,-346,,,,,,,,,,,,,,,,
213.03,-2,-361,-353,,,,,,,,,,,,,,,,
213.04,-2,-361,-349,,,,,,,,,,,,,,,,
213.05,-1,-355,-333,,,,,,,,,,,,,,,,
213.06,0,-339,-306,,,,,,,,,,,,,,,,
213.07,-1,-312,-265,,,,,,,,,,,,,,,,
213.08,-2,-278,-211,,,,,,,,,,,,,,,,
213.09,-1,-231,-144,,,,,,,,,,,,,,,,
213.1,0,-168,-61,,,,,,,,,,,,,,,,
213.11,-4,-92,40,,,,,,,,,,,,,,,,
213.12,-5,5,168,,,,,,,,,,,,,,,,
213.13,-4,119,311,,,,,,,,,,,,,,,,
213.14,-5,241,460,,,,,,,,,,,,,,,,
213.15,-6,360,606,,,,,,,,,,,,,,,,
213.16,-8,481,745,,,,,,,,,,,,,,,,
213.17,-8,593,879,,,,,,,,,,,,,,,,
213.18,-8,696,999,,,,,,,,,,,,,,,,
213.19,-9,791,1110,,,,,,,,,,,,,,,,
213.2,-7,876,1210,,,,,,,,,,,,,,,,
213.21,-7,954,1298,,,,,,,,,,,,,,,,
213.22,-6,1029,1388,,,,,,,,,,,,,,,,
213.23,-6,1100,1473,,,,,,,,,,,,,,,,
213.24,-7,1171,1561,,,,,,,,,,,,,,,,
213.25,-5,1249,1654,,,,,,,,,,,,,,,,
213.26,-4,1333,1759,,,,,,,,,,,,,,,,
213.27,-2,1426,1870,,,,,,,,,,,,,,,,
213.28,-1,1522,1984,,,,,,,,,,,,,,,,
213.29,-1,1621,2101,,,,,,,,,,,,,,,,
213.3,0,1724,2219,,,,,,,,,,,,,,,,
213.31,1,1826,2336,,,,,,,,,,,,,,,,
213.32,1,1930,2451,,,,,,,,,,,,,,,,
213.33,3,2036,2568,,,,,,,,,,,,,,,,
213.34,3,2144,2687,,,,,,,,,,,,,,,,
213.35,5,2248,2800,,,,,,,,,,,,,,,,
213.36,5,2342,2902,,,,,,,,,,,,,,,,
213.37,4,2427,2998,,,,,,,,,,,,,,,,
213.38,7,2506,3088,,,,,,,,,,,,,,,,
213.39,10,2571,3165,,,,,,,,,,,,,,,,
213.4,11,2626,3230,,,,,,,,,,,,,,,,
213.41,10,2665,3280,,,,,,,,,,,,,,,,
213.42,11,2700,3325,,,,,,,,,,,,,,,,
213.43,10,2734,3371,,,,,,,,,,,,,,,,
213.44,8,2777,3428,,,,,,,,,,,,,,,,
213.45,7,2832,3503,,,,,,,,,,,,,,,,
213.46,4,2900,3595,,,,,,,,,,,,,,,,
213.47,2,2967,3683,,,,,,,,,,,,,,,,
213.48,2,3016,3753,,,,,,,,,,,,,,,,
213.49,0,3055,3813,,,,,,,,,,,,,,,,
213.5,0,3093,3872,,,,,,,,,,,,,,,,
213.51,0,3104,3903,,,,,,,,,,,,,,,,
213.52,0,3062,3876,,,,,,,,,,,,,,,,
213.53,0,2938,3744,,,,,,,,,,,,,,,,
213.54,-1,2717,3486,,,,,,,,,,,,,,,,
213.55,-1,2379,3081,,,,,,,,,,,,,,,,
213.56,-2,1923,2524,,,,,,,,,,,,,,,,
213.57,-1,1352,1814,,,,,,,,,,,,,,,,
213.58,0,683,976,,,,,,,,,,,,,,,,
213.59,-1,-60,40,,,,,,,,,,,,,,,,
213.6,0,-843,-954,,,,,,,,,,,,,,,,
213.61,-1,-1637,-1966,,,,,,,,,,,,,,,,
213.62,-2,-2400,-2941,,,,,,,,,,,,,,,,
213.63,0,-3096,-3836,,,,,,,,,,,,,,,,
213.64,-1,-3699,-4611,,,,,,,,,,,,,,,,
213.65,-1,-4189,-5246,,,,,,,,,,,,,,,,
213.66,-4,-4559,-5727,,,,,,,,,,,,,,,,
213.67,-6,-4798,-6040,,,,,,,,,,,,,,,,
213.68,-7,-4910,-6187,,,,,,,,,,,,,,,,
213.69,-9,-4912,-6186,,,,,,,,,,,,,,,,
213.7,-10,-4816,-6057,,,,,,,,,,,,,,,,
213.71,-11,-4647,-5827,,,,,,,,,,,,,,,,
213.72,-11,-4418,-5518,,,,,,,,,,,,,,,,
213.73,-10,-4150,-5156,,,,,,,,,,,,,,,,
213.74,-12,-3859,-4764,,,,,,,,,,,,,,,,
213.75,-12,-3561,-4366,,,,,,,,,,,,,,,,
213.76,-12,-3279,-3992,,,,,,,,,,,,,,,,
213.77,-10,-3033,-3666,,,,,,,,,,,,,,,,
213.78,-9,-2820,-3387,,,,,,,,,,,,,,,,
213.79,-10,-2613,-3124,,,,,,,,,,,,,,,,
213.8,-9,-2394,-2852,,,,,,,,,,,,,,,,
213.81,-6,-2168,-2569,,,,,,,,,,,,,,,,
213.82,-3,-1939,-2283,,,,,,,,,,,,,,,,
213.83,0,-1706,-1997,,,,,,,,,,,,,,,,
213.84,1,-1476,-1719,,,,,,,,,,,,,,,,
213.85,3,-1258,-1455,,,,,,,,,,,,,,,,
213.86,2,-1062,-1218,,,,,,,,,,,,,,,,
213.87,4,-890,-1016,,,,,,,,,,,,,,,,
213.88,5,-743,-844,,,,,,,,,,,,,,,,
213.89,5,-621,-706,,,,,,,,,,,,,,,,
213.9,7,-523,-599,,,,,,,,,,,,,,,,
213.91,4,-442,-513,,,,,,,,,,,,,,,,
213.92,4,-371,-435,,,,,,,,,,,,,,,,
213.93,3,-300,-357,,,,,,,,,,,,,,,,
213.94,3,-226,-270,,,,,,,,,,,,,,,,
213.95,3,-142,-174,,,,,,,,,,,,,,,,
213.96,1,-51,-68,,,,,,,,,,,,,,,,
213.97,1,46,49,,,,,,,,,,,,,,,,
213.98,0,155,179,,,,,,,,,,,,,,,,
213.99,-2,266,312,,,,,,,,,,,,,,,,
214.0,-3,382,452,,,,,,,,,,,,,,,,
214.01,-3,498,593,,,,,,,,,,,,,,,,
214.02,-2,614,737,,,,,,,,,,,,,,,,
214.03,-1,732,877,,,,,,,,,,,,,,,,
214.04,-1,846,1013,,,,,,,,,,,,,,,,
214.05,0,956,1143,,,,,,,,,,,,,,,,
214.06,1,1053,1261,,,,,,,,,,,,,,,,
214.07,2,1139,1369,,,,,,,,,,,,,,,,
214.08,1,1219,1468,,,,,,,,,,,,,,,,
214.09,1,1291,1555,,,,,,,,,,,,,,,,
214.1,0,1354,1635,,,,,,,,,,,,,,,,
214.11,0,1410,1705,,,,,,,,,,,,,,,,
214.12,0,1456,1769,,,,,,,,,,,,,,,,
214.13,1,1500,1825,,,,,,,,,,,,,,,,
214.14,3,1542,1875,,,,,,,,,,,,,,,,
214.15,4,1581,1927,,,,,,,,,,,,,,,,
214.16,1,1622,1976,,,,,,,,,,,,,,,,
214.17,1,1667,2028,,,,,,,,,,,,,,,,
214.18,0,1714,2085,,,,,,,,,,,,,,,,
214.19,0,1762,2142,,,,,,,,,,,,,,,,
214.2,-2,1813,2202,,,,,,,,,,,,,,,,
214.21,-2,1866,2262,,,,,,,,,,,,,,,,
214.22,-3,1916,2321,,,,,,,,,,,,,,,,
214.23,-6,1959,2372,,,,,,,,,,,,,,,,
214.24,-7,2005,2423,,,,,,,,,,,,,,,,
214.25,-8,2051,2476,,,,,,,,,,,,,,,,
214.26,-8,2101,2536,,,,,,,,,,,,,,,,
214.27,-7,2162,2608,,,,,,,,,,,,,,,,
214.28,-6,2237,2696,,,,,,,,,,,,,,,,
214.29,-6,2320,2795,,,,,,,,,,,,,,,,
214.3,-5,2412,2908,,,,,,,,,,,,,,,,
214.31,-4,2505,3024,,,,,,,,,,,,,,,,
214.32,-2,2588,3132,,,,,,,,,,,,,,,,
214.33,1,2658,3217,,,,,,,,,,,,,,,,
214.34,3,2693,3260,,,,,,,,,,,,,,,,
214.35,6,2677,3242,,,,,,,,,,,,,,,,
214.36,6,2594,3140,,,,,,,,,,,,,,,,
214.37,7,2438,2947,,,,,,,,,,,,,,,,
214.38,10,2206,2656,,,,,,,,,,,,,,,,
214.39,11,1886,2260,,,,,,,,,,,,,,,,
214.4,10,1493,1772,,,,,,,,,,,,,,,,
214.41,10,1035,1204,,,,,,,,,,,,,,,,
214.42,9,534,578,,,,,,,,,,,,,,,,
214.43,9,7,-77,,,,,,,,,,,,,,,,
214.44,8,-520,-737,,,,,,,,,,,,,,,,
214.45,7,-1031,-1375,,,,,,,,,,,,,,,,
214.46,5,-1503,-1965,,,,,,,,,,,,,,,,
214.47,4,-1923,-2489,,,,,,,,,,,,,,,,
214.48,2,-2272,-2922,,,,,,,,,,,,,,,,
214.49,-1,-2541,-3256,,,,,,,,,,,,,,,,
214.5,-2,-2724,-3480,,,,,,,,,,,,,,,,
214.51,-1,-2820,-3595,,,,,,,,,,,,,,,,
214.52,-1,-2832,-3607,,,,,,,,,,,,,,,,
214.53,0,-2774,-3528,,,,,,,,,,,,,,,,
214.54,0,-2653,-3369,,,,,,,,,,,,,,,,
214.55,0,-2484,-3152,,,,,,,,,,,,,,,,
214.56,1,-2280,-2893,,,,,,,,,,,,,,,,
214.57,2,-2049,-2604,,,,,,,,,,,,,,,,
214.58,5,-1801,-2296,,,,,,,,,,,,,,,,
214.59,5,-1544,-1978,,,,,,,,,,,,,,,,
214.6,5,-1284,-1662,,,,,,,,,,,,,,,,
214.61,5,-1030,-1351,,,,,,,,,,,,,,,,
214.62,5,-777,-1048,,,,,,,,,,,,,,,,
214.63,6,-530,-752,,,,,,,,,,,,,,,,
214.64,6,-288,-469,,,,,,,,,,,,,,,,
214.65,6,-59,-202,,,,,,,,,,,,,,,,
214.66,3,150,39,,,,,,,,,,,,,,,,
214.67,3,340,255,,,,,,,,,,,,,,,,
214.68,3,501,435,,,,,,,,,,,,,,,,
214.69,4,626,576,,,,,,,,,,,,,,,,
214.7,4,726,681,,,,,,,,,,,,,,,,
214.71,5,804,755,,,,,,,,,,,,,,,,
214.72,7,865,811,,,,,,,,,,,,,,,,
214.73,8,913,856,,,,,,,,,,,,,,,,
214.74,6,954,891,,,,,,,,,,,,,,,,
214.75,7,988,922,,,,,,,,,,,,,,,,
214.76,8,1017,952,,,,,,,,,,,,,,,,
214.77,9,1040,977,,,,,,,,,,,,,,,,
214.78,9,1058,1004,,,,,,,,,,,,,,,,
214.79,7,1071,1027,,,,,,,,,,,,,,,,
214.8,5,1077,1050,,,,,,,,,,,,,,,,
214.81,5,1079,1072,,,,,,,,,,,,,,,,
214.82,4,1077,1092,,,,,,,,,,,,,,,,
214.83,4,1071,1111,,,,,,,,,,,,,,,,
214.84,3,1058,1127,,,,,,,,,,,,,,,,
214.85,4,1046,1144,,,,,,,,,,,,,,,,
214.86,4,1039,1165,,,,,,,,,,,,,,,,
214.87,3,1041,1195,,,,,,,,,,,,,,,,
214.88,4,1053,1239,,,,,,,,,,,,,,,,
214.89,4,1081,1295,,,,,,,,,,,,,,,,
214.9,5,1116,1361,,,,,,,,,,,,,,,,
214.91,5,1158,1434,,,,,,,,,,,,,,,,
214.92,5,1209,1510,,,,,,,,,,,,,,,,
214.93,4,1266,1592,,,,,,,,,,,,,,,,
214.94,5,1330,1678,,,,,,,,,,,,,,,,
214.95,4,1396,1765,,,,,,,,,,,,,,,,
214.96,4,1459,1852,,,,,,,,,,,,,,,,
214.97,4,1514,1929,,,,,,,,,,,,,,,,
214.98,5,1556,1988,,,,,,,,,,,,,,,,
214.99,4,1582,2032,,,,,,,,,,,,,,,,
215.0,2,1598,2062,,,,,,,,,,,,,,,,
215.01,3,1613,2092,,,,,,,,,,,,,,,,
215.02,6,1633,2129,,,,,,,,,,,,,,,,
215.03,5,1664,2178,,,,,,,,,,,,,,,,
215.04,4,1709,2244,,,,,,,,,,,,,,,,
215.05,6,1763,2318,,,,,,,,,,,,,,,,
215.06,6,1816,2390,,,,,,,,,,,,,,,,
215.07,7,1855,2446,,,,,,,,,,,,,,,,
215.08,9,1881,2484,,,,,,,,,,,,,,,,
215.09,9,1886,2494,,,,,,,,,,,,,,,,
215.1,7,1861,2467,,,,,,,,,,,,,,,,
215.11,7,1784,2376,,,,,,,,,,,,,,,,
215.12,5,1639,2198,,,,,,,,,,,,,,,,
215.13,4,1418,1922,,,,,,,,,,,,,,,,
215.14,3,1108,1536,,,,,,,,,,,,,,,,
215.15,3,712,1041,,,,,,,,,,,,,,,,
215.16,2,236,442,,,,,,,,,,,,,,,,
215.17,0,-306,-242,,,,,,,,,,,,,,,,
215.18,-1,-898,-987,,,,,,,,,,,,,,,,
215.19,-1,-1509,-1759,,,,,,,,,,,,,,,,
215.2,-2,-2124,-2534,,,,,,,,,,,,,,,,
215.21,-1,-2710,-3280,,,,,,,,,,,,,,,,
215.22,-1,-3252,-3964,,,,,,,,,,,,,,,,
215.23,-3,-3714,-4550,,,,,,,,,,,,,,,,
215.24,-4,-4080,-5012,,,,,,,,,,,,,,,,
215.25,-5,-4337,-5332,,,,,,,,,,,,,,,,
215.26,-4,-4475,-5503,,,,,,,,,,,,,,,,
215.27,-2,-4501,-5534,,,,,,,,,,,,,,,,
215.28,-2,-4426,-5433,,,,,,,,,,,,,,,,
215.29,-3,-4260,-5217,,,,,,,,,,,,,,,,
215.3,-5,-4027,-4910,,,,,,,,,,,,,,,,
215.31,-6,-3738,-4531,,,,,,,,,,,,,,,,
215.32,-7,-3406,-4098,,,,,,,,,,,,,,,,
215.33,-8,-3044,-3633,,,,,,,,,,,,,,,,
215.34,-9,-2674,-3158,,,,,,,,,,,,,,,,
215.35,-10,-2313,-2700,,,,,,,,,,,,,,,,
215.36,-12,-1972,-2274,,,,,,,,,,,,,,,,
215.37,-12,-1664,-1889,,,,,,,,,,,,,,,,
215.38,-11,-1381,-1542,,,,,,,,,,,,,,,,
215.39,-10,-1121,-1228,,,,,,,,,,,,,,,,
215.4,-9,-886,-947,,,,,,,,,,,,,,,,
215.41,-7,-681,-706,,,,,,,,,,,,,,,,
215.42,-7,-503,-499,,,,,,,,,,,,,,,,
215.43,-6,-344,-321,,,,,,,,,,,,,,,,
215.44,-6,-209,-173,,,,,,,,,,,,,,,,
215.45,-6,-93,-47,,,,,,,,,,,,,,,,
215.46,-3,6,59,,,,,,,,,,,,,,,,
215.47,-2,92,152,,,,,,,,,,,,,,,,
215.48,-1,172,241,,,,,,,,,,,,,,,,
215.49,-2,245,322,,,,,,,,,,,,,,,,
215.5,-1,312,397,,,,,,,,,,,,,,,,
215.51,0,376,471,,,,,,,,,,,,,,,,
215.52,1,428,539,,,,,,,,,,,,,,,,
215.53,3,472,599,,,,,,,,,,,,,,,,
215.54,1,509,653,,,,,,,,,,,,,,,,
215.55,2,545,707,,,,,,,,,,,,,,,,
215.56,2,584,766,,,,,,,,,,,,,,,,
215.57,2,633,833,,,,,,,,,,,,,,,,
215.58,0,688,914,,,,,,,,,,,,,,,,
215.59,0,756,1003,,,,,,,,,,,,,,,,
215.6,-1,829,1103,,,,,,,,,,,,,,,,
215.61,-3,915,1215,,,,,,,,,,,,,,,,
215.62,-5,1009,1337,,,,,,,,,,,,,,,,
215.63,-5,1115,1464,,,,,,,,,,,,,,,,
215.64,-8,1221,1594,,,,,,,,,,,,,,,,
215.65,-8,1332,1727,,,,,,,,,,,,,,,,
215.66,-8,1449,1861,,,,,,,,,,,,,,,,
215.67,-9,1562,1994,,,,,,,,,,,,,,,,
215.68,-7,1675,2119,,,,,,,,,,,,,,,,
215.69,-6,1777,2234,,,,,,,,,,,,,,,,
215.7,-4,1868,2336,,,,,,,,,,,,,,,,
215.71,-1,1950,2428,,,,,,,,,,,,,,,,
215.72,0,2019,2511,,,,,,,,,,,,,,,,
215.73,2,2087,2586,,,,,,,,,,,,,,,,
215.74,4,2156,2665,,,,,,,,,,,,,,,,
215.75,5,2236,2759,,,,,,,,,,,,,,,,
215.76,9,2329,2866,,,,,,,,,,,,,,,,
215.77,9,2434,2989,,,,,,,,,,,,,,,,
215.78,8,2535,3113,,,,,,,,,,,,,,,,
215.79,6,2625,3218,,,,,,,,,,,,,,,,
215.8,4,2701,3312,,,,,,,,,,,,,,,,
215.81,2,2765,3392,,,,,,,,,,,,,,,,
215.82,0,2797,3437,,,,,,,,,,,,,,,,
215.83,0,2783,3420,,,,,,,,,,,,,,,,
215.84,0,2700,3314,,,,,,,,,,,,,,,,
215.85,0,2531,3100,,,,,,,,,,,,,,,,
215.86,0,2260,2758,,,,,,,,,,,,,,,,
215.87,-2,1891,2283,,,,,,,,,,,,,,,,
215.88,-1,1421,1691,,,,,,,,,,,,,,,,
215.89,0,872,991,,,,,,,,,,,,,,,,
215.9,3,253,208,,,,,,,,,,,,,,,,
215.91,4,-406,-627,,,,,,,,,,,,,,,,
215.92,4,-1086,-1488,,,,,,,,,,,,,,,,
215.93,5,-1758,-2339,,,,,,,,,,,,,,,,
215.94,6,-2395,-3142,,,,,,,,,,,,,,,,
215.95,7,-2967,-3862,,,,,,,,,,,,,,,,
215.96,8,-3453,-4472,,,,,,,,,,,,,,,,
215.97,7,-3841,-4952,,,,,,,,,,,,,,,,
215.98,6,-4121,-5296,,,,,,,,,,,,,,,,
215.99,3,-4296,-5499,,,,,,,,,,,,,,,,
216.0,2,-4368,-5564,,,,,,,,,,,,,,,,
216.01,3,-4344,-5502,,,,,,,,,,,,,,,,
216.02,1,-4238,-5330,,,,,,,,,,,,,,,,
216.03,0,-4054,-5062,,,,,,,,,,,,,,,,
216.04,0,-3806,-4707,,,,,,,,,,,,,,,,
216.05,0,-3503,-4290,,,,,,,,,,,,,,,,
216.06,0,-3167,-3836,,,,,,,,,,,,,,,,
216.07,-2,-2817,-3371,,,,,,,,,,,,,,,,
216.08,-2,-2481,-2925,,,,,,,,,,,,,,,,
216.09,-2,-2161,-2511,,,,,,,,,,,,,,,,
216.1,-2,-1856,-2122,,,,,,,,,,,,,,,,
216.11,-5,-1559,-1749,,,,,,,,,,,,,,,,
216.12,-5,-1278,-1399,,,,,,,,,,,,,,,,
216.13,-3,-1010,-1071,,,,,,,,,,,,,,,,
