TIMESTAMP [s],PPG1_SUB1,PPG1_SUB2,PPG1_SUB3,PPG1_SUB4,PPG1_SUB5,PPG1_SUB6,PPG1_SUB7,PPG1_SUB8,PPG2_SUB1,PPG2_SUB2,PPG2_SUB3,PPG2_SUB4,PPG2_SUB5,PPG2_SUB6,PPG2_SUB7,PPG2_SUB8,ECG_SEQ1_SUB1,ECG_SEQ1_SUB2,ECG_SEQ2_SUB1
43.86,-1,-2528,-2360,,,,,,,,,,,,,,,,
43.87,-1,-2373,-2201,,,,,,,,,,,,,,,,
43.88,-2,-2204,-2031,,,,,,,,,,,,,,,,
43.89,-2,-2025,-1853,,,,,,,,,,,,,,,,
43.9,-2,-1836,-1669,,,,,,,,,,,,,,,,
43.91,-2,-1645,-1481,,,,,,,,,,,,,,,,
43.92,-3,-1451,-1292,,,,,,,,,,,,,,,,
43.93,-3,-1256,-1100,,,,,,,,,,,,,,,,
43.94,-2,-1069,-918,,,,,,,,,,,,,,,,
43.95,-1,-893,-753,,,,,,,,,,,,,,,,
43.96,0,-739,-603,,,,,,,,,,,,,,,,
43.97,1,-613,-480,,,,,,,,,,,,,,,,
43.98,2,-506,-382,,,,,,,,,,,,,,,,
43.99,3,-426,-311,,,,,,,,,,,,,,,,
44.0,4,-365,-254,,,,,,,,,,,,,,,,
44.01,5,-317,-208,,,,,,,,,,,,,,,,
44.02,4,-280,-177,,,,,,,,,,,,,,,,
44.03,3,-245,-148,,,,,,,,,,,,,,,,
44.04,1,-209,-122,,,,,,,,,,,,,,,,
44.05,0,-171,-95,,,,,,,,,,,,,,,,
44.06,-1,-124,-57,,,,,,,,,,,,,,,,
44.07,-1,-67,-13,,,,,,,,,,,,,,,,
44.08,-1,1,42,,,,,,,,,,,,,,,,
44.09,-2,81,101,,,,,,,,,,,,,,,,
44.1,-3,169,171,,,,,,,,,,,,,,,,
44.11,-5,265,251,,,,,,,,,,,,,,,,
44.12,-5,364,331,,,,,,,,,,,,,,,,
44.13,-6,458,414,,,,,,,,,,,,,,,,
44.14,-6,558,498,,,,,,,,,,,,,,,,
44.15,-7,652,584,,,,,,,,,,,,,,,,
44.16,-8,743,666,,,,,,,,,,,,,,,,
44.17,-9,828,745,,,,,,,,,,,,,,,,
44.18,-10,907,821,,,,,,,,,,,,,,,,
44.19,-9,981,887,,,,,,,,,,,,,,,,
44.2,-6,1049,956,,,,,,,,,,,,,,,,
44.21,-5,1111,1016,,,,,,,,,,,,,,,,
44.22,-6,1171,1075,,,,,,,,,,,,,,,,
44.23,-5,1233,1131,,,,,,,,,,,,,,,,
44.24,-3,1290,1184,,,,,,,,,,,,,,,,
44.25,-3,1344,1227,,,,,,,,,,,,,,,,
44.26,0,1387,1266,,,,,,,,,,,,,,,,
44.27,0,1419,1294,,,,,,,,,,,,,,,,
44.28,0,1450,1316,,,,,,,,,,,,,,,,
44.29,1,1469,1331,,,,,,,,,,,,,,,,
44.3,0,1488,1348,,,,,,,,,,,,,,,,
44.31,0,1507,1365,,,,,,,,,,,,,,,,
44.32,-1,1523,1381,,,,,,,,,,,,,,,,
44.33,-1,1537,1397,,,,,,,,,,,,,,,,
44.34,-2,1545,1406,,,,,,,,,,,,,,,,
44.35,-3,1559,1419,,,,,,,,,,,,,,,,
44.36,-2,1585,1449,,,,,,,,,,,,,,,,
44.37,-2,1627,1492,,,,,,,,,,,,,,,,
44.38,-1,1688,1553,,,,,,,,,,,,,,,,
44.39,0,1754,1620,,,,,,,,,,,,,,,,
44.4,2,1816,1684,,,,,,,,,,,,,,,,
44.41,3,1855,1729,,,,,,,,,,,,,,,,
44.42,4,1854,1735,,,,,,,,,,,,,,,,
44.43,6,1802,1695,,,,,,,,,,,,,,,,
44.44,7,1696,1601,,,,,,,,,,,,,,,,
44.45,9,1526,1450,,,,,,,,,,,,,,,,
44.46,9,1293,1237,,,,,,,,,,,,,,,,
44.47,8,1003,968,,,,,,,,,,,,,,,,
44.48,7,667,654,,,,,,,,,,,,,,,,
44.49,5,293,299,,,,,,,,,,,,,,,,
44.5,5,-105,-73,,,,,,,,,,,,,,,,
44.51,4,-517,-463,,,,,,,,,,,,,,,,
44.52,5,-918,-847,,,,,,,,,,,,,,,,
44.53,5,-1305,-1217,,,,,,,,,,,,,,,,
44.54,3,-1656,-1552,,,,,,,,,,,,,,,,
44.55,0,-1961,-1852,,,,,,,,,,,,,,,,
44.56,1,-2213,-2100,,,,,,,,,,,,,,,,
44.57,1,-2405,-2291,,,,,,,,,,,,,,,,
44.58,2,-2539,-2426,,,,,,,,,,,,,,,,
44.59,2,-2617,-2511,,,,,,,,,,,,,,,,
44.6,1,-2642,-2545,,,,,,,,,,,,,,,,
44.61,0,-2627,-2537,,,,,,,,,,,,,,,,
44.62,0,-2587,-2502,,,,,,,,,,,,,,,,
44.63,0,-2534,-2449,,,,,,,,,,,,,,,,
44.64,0,-2470,-2385,,,,,,,,,,,,,,,,
44.65,0,-2390,-2304,,,,,,,,,,,,,,,,
44.66,1,-2294,-2199,,,,,,,,,,,,,,,,
44.67,0,-2173,-2074,,,,,,,,,,,,,,,,
44.68,0,-2022,-1921,,,,,,,,,,,,,,,,
44.69,0,-1850,-1745,,,,,,,,,,,,,,,,
44.7,0,-1660,-1553,,,,,,,,,,,,,,,,
44.71,1,-1457,-1355,,,,,,,,,,,,,,,,
44.72,0,-1257,-1159,,,,,,,,,,,,,,,,
44.73,0,-1062,-972,,,,,,,,,,,,,,,,
44.74,-1,-886,-801,,,,,,,,,,,,,,,,
44.75,-1,-724,-647,,,,,,,,,,,,,,,,
44.76,-1,-594,-523,,,,,,,,,,,,,,,,
44.77,-2,-482,-415,,,,,,,,,,,,,,,,
44.78,-3,-397,-335,,,,,,,,,,,,,,,,
44.79,-5,-343,-283,,,,,,,,,,,,,,,,
44.8,-6,-320,-260,,,,,,,,,,,,,,,,
44.81,-6,-317,-258,,,,,,,,,,,,,,,,
44.82,-5,-324,-267,,,,,,,,,,,,,,,,
44.83,-3,-342,-284,,,,,,,,,,,,,,,,
44.84,-3,-355,-299,,,,,,,,,,,,,,,,
44.85,-3,-358,-306,,,,,,,,,,,,,,,,
44.86,-2,-348,-297,,,,,,,,,,,,,,,,
44.87,-3,-319,-272,,,,,,,,,,,,,,,,
44.88,-4,-271,-228,,,,,,,,,,,,,,,,
44.89,-2,-204,-172,,,,,,,,,,,,,,,,
44.9,-2,-122,-98,,,,,,,,,,,,,,,,
44.91,-2,-29,-15,,,,,,,,,,,,,,,,
44.92,-4,69,68,,,,,,,,,,,,,,,,
44.93,-5,172,156,,,,,,,,,,,,,,,,
44.94,-4,282,246,,,,,,,,,,,,,,,,
44.95,-5,386,342,,,,,,,,,,,,,,,,
44.96,-4,495,442,,,,,,,,,,,,,,,,
44.97,-5,604,538,,,,,,,,,,,,,,,,
44.98,-6,706,630,,,,,,,,,,,,,,,,
44.99,-6,801,715,,,,,,,,,,,,,,,,
45.0,-6,881,790,,,,,,,,,,,,,,,,
45.01,-5,959,857,,,,,,,,,,,,,,,,
45.02,-4,1028,918,,,,,,,,,,,,,,,,
45.03,-2,1090,969,,,,,,,,,,,,,,,,
45.04,-2,1146,1016,,,,,,,,,,,,,,,,
45.05,-1,1198,1060,,,,,,,,,,,,,,,,
45.06,1,1243,1100,,,,,,,,,,,,,,,,
45.07,2,1294,1144,,,,,,,,,,,,,,,,
45.08,4,1337,1183,,,,,,,,,,,,,,,,
45.09,6,1387,1226,,,,,,,,,,,,,,,,
45.1,6,1434,1262,,,,,,,,,,,,,,,,
45.11,5,1479,1301,,,,,,,,,,,,,,,,
45.12,5,1519,1339,,,,,,,,,,,,,,,,
45.13,6,1552,1371,,,,,,,,,,,,,,,,
45.14,7,1584,1401,,,,,,,,,,,,,,,,
45.15,7,1612,1431,,,,,,,,,,,,,,,,
45.16,6,1622,1452,,,,,,,,,,,,,,,,
45.17,4,1625,1463,,,,,,,,,,,,,,,,
45.18,3,1621,1471,,,,,,,,,,,,,,,,
45.19,2,1612,1475,,,,,,,,,,,,,,,,
45.2,1,1610,1489,,,,,,,,,,,,,,,,
45.21,1,1623,1516,,,,,,,,,,,,,,,,
45.22,-1,1652,1555,,,,,,,,,,,,,,,,
45.23,-3,1702,1612,,,,,,,,,,,,,,,,
45.24,-4,1754,1674,,,,,,,,,,,,,,,,
45.25,-6,1795,1730,,,,,,,,,,,,,,,,
45.26,-7,1818,1766,,,,,,,,,,,,,,,,
45.27,-9,1803,1766,,,,,,,,,,,,,,,,
45.28,-10,1734,1718,,,,,,,,,,,,,,,,
45.29,-10,1612,1606,,,,,,,,,,,,,,,,
45.3,-12,1420,1434,,,,,,,,,,,,,,,,
45.31,-13,1172,1199,,,,,,,,,,,,,,,,
45.32,-12,868,904,,,,,,,,,,,,,,,,
45.33,-9,507,556,,,,,,,,,,,,,,,,
45.34,-8,113,172,,,,,,,,,,,,,,,,
45.35,-9,-300,-230,,,,,,,,,,,,,,,,
45.36,-7,-724,-640,,,,,,,,,,,,,,,,
45.37,-5,-1142,-1050,,,,,,,,,,,,,,,,
45.38,-4,-1534,-1431,,,,,,,,,,,,,,,,
45.39,-2,-1874,-1768,,,,,,,,,,,,,,,,
45.4,-2,-2164,-2065,,,,,,,,,,,,,,,,
45.41,-3,-2396,-2297,,,,,,,,,,,,,,,,
45.42,-5,-2563,-2470,,,,,,,,,,,,,,,,
45.43,-5,-2662,-2577,,,,,,,,,,,,,,,,
45.44,-4,-2696,-2623,,,,,,,,,,,,,,,,
45.45,-4,-2683,-2616,,,,,,,,,,,,,,,,
45.46,-3,-2637,-2570,,,,,,,,,,,,,,,,
45.47,-2,-2564,-2499,,,,,,,,,,,,,,,,
45.48,-2,-2473,-2403,,,,,,,,,,,,,,,,
45.49,-2,-2370,-2295,,,,,,,,,,,,,,,,
45.5,-2,-2253,-2172,,,,,,,,,,,,,,,,
45.51,-1,-2122,-2035,,,,,,,,,,,,,,,,
45.52,-1,-1978,-1886,,,,,,,,,,,,,,,,
45.53,-1,-1818,-1724,,,,,,,,,,,,,,,,
45.54,-2,-1649,-1552,,,,,,,,,,,,,,,,
45.55,-2,-1468,-1368,,,,,,,,,,,,,,,,
45.56,-2,-1278,-1177,,,,,,,,,,,,,,,,
45.57,-1,-1084,-982,,,,,,,,,,,,,,,,
45.58,-1,-893,-792,,,,,,,,,,,,,,,,
45.59,0,-708,-617,,,,,,,,,,,,,,,,
45.6,-2,-550,-463,,,,,,,,,,,,,,,,
45.61,-3,-412,-330,,,,,,,,,,,,,,,,
45.62,-3,-300,-224,,,,,,,,,,,,,,,,
45.63,-1,-217,-143,,,,,,,,,,,,,,,,
45.64,-1,-148,-87,,,,,,,,,,,,,,,,
45.65,-2,-90,-40,,,,,,,,,,,,,,,,
45.66,-3,-49,-8,,,,,,,,,,,,,,,,
45.67,-4,-17,14,,,,,,,,,,,,,,,,
45.68,-3,6,37,,,,,,,,,,,,,,,,
45.69,-1,33,61,,,,,,,,,,,,,,,,
45.7,0,63,85,,,,,,,,,,,,,,,,
45.71,0,99,120,,,,,,,,,,,,,,,,
45.72,0,140,157,,,,,,,,,,,,,,,,
45.73,1,192,203,,,,,,,,,,,,,,,,
45.74,0,246,246,,,,,,,,,,,,,,,,
45.75,0,297,297,,,,,,,,,,,,,,,,
45.76,0,353,345,,,,,,,,,,,,,,,,
45.77,0,411,397,,,,,,,,,,,,,,,,
45.78,0,472,451,,,,,,,,,,,,,,,,
45.79,-1,532,506,,,,,,,,,,,,,,,,
45.8,-1,589,551,,,,,,,,,,,,,,,,
45.81,0,645,608,,,,,,,,,,,,,,,,
45.82,0,696,661,,,,,,,,,,,,,,,,
45.83,1,747,707,,,,,,,,,,,,,,,,
45.84,1,794,752,,,,,,,,,,,,,,,,
45.85,0,841,792,,,,,,,,,,,,,,,,
45.86,0,892,832,,,,,,,,,,,,,,,,
45.87,0,943,875,,,,,,,,,,,,,,,,
45.88,-1,996,916,,,,,,,,,,,,,,,,
45.89,-1,1053,960,,,,,,,,,,,,,,,,
45.9,0,1108,1000,,,,,,,,,,,,,,,,
45.91,0,1162,1040,,,,,,,,,,,,,,,,
45.92,0,1214,1080,,,,,,,,,,,,,,,,
45.93,2,1264,1116,,,,,,,,,,,,,,,,
45.94,2,1318,1153,,,,,,,,,,,,,,,,
45.95,2,1367,1190,,,,,,,,,,,,,,,,
45.96,1,1412,1218,,,,,,,,,,,,,,,,
45.97,0,1449,1249,,,,,,,,,,,,,,,,
45.98,0,1477,1276,,,,,,,,,,,,,,,,
45.99,0,1498,1295,,,,,,,,,,,,,,,,
46.0,-1,1510,1309,,,,,,,,,,,,,,,,
46.01,0,1522,1319,,,,,,,,,,,,,,,,
46.02,0,1537,1334,,,,,,,,,,,,,,,,
46.03,0,1570,1362,,,,,,,,,,,,,,,,
46.04,0,1622,1405,,,,,,,,,,,,,,,,
46.05,-2,1686,1467,,,,,,,,,,,,,,,,
46.06,-3,1757,1532,,,,,,,,,,,,,,,,
46.07,-2,1814,1590,,,,,,,,,,,,,,,,
46.08,-2,1844,1619,,,,,,,,,,,,,,,,
46.09,-2,1823,1611,,,,,,,,,,,,,,,,
46.1,-3,1747,1545,,,,,,,,,,,,,,,,
46.11,-2,1615,1438,,,,,,,,,,,,,,,,
46.12,-1,1418,1267,,,,,,,,,,,,,,,,
46.13,-1,1161,1040,,,,,,,,,,,,,,,,
46.14,0,850,759,,,,,,,,,,,,,,,,
46.15,0,490,432,,,,,,,,,,,,,,,,
46.16,1,100,71,,,,,,,,,,,,,,,,
46.17,0,-312,-308,,,,,,,,,,,,,,,,
46.18,0,-722,-690,,,,,,,,,,,,,,,,
46.19,2,-1110,-1055,,,,,,,,,,,,,,,,
46.2,5,-1470,-1395,,,,,,,,,,,,,,,,
46.21,7,-1787,-1697,,,,,,,,,,,,,,,,
46.22,9,-2051,-1949,,,,,,,,,,,,,,,,
46.23,11,-2250,-2144,,,,,,,,,,,,,,,,
46.24,12,-2384,-2272,,,,,,,,,,,,,,,,
46.25,15,-2455,-2342,,,,,,,,,,,,,,,,
46.26,15,-2463,-2354,,,,,,,,,,,,,,,,
46.27,17,-2423,-2310,,,,,,,,,,,,,,,,
46.28,18,-2345,-2229,,,,,,,,,,,,,,,,
46.29,18,-2248,-2121,,,,,,,,,,,,,,,,
46.3,15,-2144,-2004,,,,,,,,,,,,,,,,
46.31,15,-2037,-1884,,,,,,,,,,,,,,,,
46.32,15,-1928,-1760,,,,,,,,,,,,,,,,
46.33,15,-1811,-1628,,,,,,,,,,,,,,,,
46.34,14,-1679,-1485,,,,,,,,,,,,,,,,
46.35,10,-1536,-1334,,,,,,,,,,,,,,,,
46.36,8,-1375,-1173,,,,,,,,,,,,,,,,
46.37,7,-1213,-1011,,,,,,,,,,,,,,,,
46.38,5,-1047,-851,,,,,,,,,,,,,,,,
46.39,5,-891,-702,,,,,,,,,,,,,,,,
46.4,3,-740,-557,,,,,,,,,,,,,,,,
46.41,2,-603,-428,,,,,,,,,,,,,,,,
46.42,1,-488,-322,,,,,,,,,,,,,,,,
46.43,0,-394,-234,,,,,,,,,,,,,,,,
46.44,0,-319,-168,,,,,,,,,,,,,,,,
46.45,0,-267,-123,,,,,,,,,,,,,,,,
46.46,0,-230,-96,,,,,,,,,,,,,,,,
46.47,-2,-211,-83,,,,,,,,,,,,,,,,
46.48,-2,-195,-72,,,,,,,,,,,,,,,,
46.49,-1,-186,-68,,,,,,,,,,,,,,,,
46.5,-1,-183,-63,,,,,,,,,,,,,,,,
46.51,-1,-176,-55,,,,,,,,,,,,,,,,
46.52,-1,-163,-39,,,,,,,,,,,,,,,,
46.53,0,-140,-14,,,,,,,,,,,,,,,,
46.54,0,-107,22,,,,,,,,,,,,,,,,
46.55,0,-61,68,,,,,,,,,,,,,,,,
46.56,1,-4,121,,,,,,,,,,,,,,,,
46.57,3,62,185,,,,,,,,,,,,,,,,
46.58,5,136,251,,,,,,,,,,,,,,,,
46.59,6,211,317,,,,,,,,,,,,,,,,
46.6,5,282,379,,,,,,,,,,,,,,,,
46.61,7,347,438,,,,,,,,,,,,,,,,
46.62,7,407,495,,,,,,,,,,,,,,,,
46.63,10,460,549,,,,,,,,,,,,,,,,
46.64,10,510,600,,,,,,,,,,,,,,,,
46.65,10,558,649,,,,,,,,,,,,,,,,
46.66,10,609,692,,,,,,,,,,,,,,,,
46.67,10,655,730,,,,,,,,,,,,,,,,
46.68,8,697,767,,,,,,,,,,,,,,,,
46.69,7,737,800,,,,,,,,,,,,,,,,
46.7,5,776,842,,,,,,,,,,,,,,,,
46.71,4,810,876,,,,,,,,,,,,,,,,
46.72,3,847,905,,,,,,,,,,,,,,,,
46.73,1,881,934,,,,,,,,,,,,,,,,
46.74,0,914,963,,,,,,,,,,,,,,,,
46.75,0,947,989,,,,,,,,,,,,,,,,
46.76,0,983,1016,,,,,,,,,,,,,,,,
46.77,1,1027,1046,,,,,,,,,,,,,,,,
46.78,2,1084,1085,,,,,,,,,,,,,,,,
46.79,3,1155,1132,,,,,,,,,,,,,,,,
46.8,2,1234,1187,,,,,,,,,,,,,,,,
46.81,1,1316,1250,,,,,,,,,,,,,,,,
46.82,3,1391,1309,,,,,,,,,,,,,,,,
46.83,3,1441,1346,,,,,,,,,,,,,,,,
46.84,1,1457,1354,,,,,,,,,,,,,,,,
46.85,0,1431,1324,,,,,,,,,,,,,,,,
46.86,-2,1356,1248,,,,,,,,,,,,,,,,
46.87,-3,1235,1129,,,,,,,,,,,,,,,,
46.88,-4,1063,960,,,,,,,,,,,,,,,,
46.89,-4,842,748,,,,,,,,,,,,,,,,
46.9,-5,580,501,,,,,,,,,,,,,,,,
46.91,-6,291,225,,,,,,,,,,,,,,,,
46.92,-9,-21,-66,,,,,,,,,,,,,,,,
46.93,-10,-340,-362,,,,,,,,,,,,,,,,
46.94,-10,-649,-647,,,,,,,,,,,,,,,,
46.95,-11,-935,-913,,,,,,,,,,,,,,,,
46.96,-9,-1188,-1153,,,,,,,,,,,,,,,,
46.97,-7,-1401,-1354,,,,,,,,,,,,,,,,
46.98,-6,-1575,-1509,,,,,,,,,,,,,,,,
46.99,-5,-1698,-1618,,,,,,,,,,,,,,,,
47.0,-3,-1773,-1676,,,,,,,,,,,,,,,,
47.01,-2,-1797,-1686,,,,,,,,,,,,,,,,
47.02,-1,-1775,-1656,,,,,,,,,,,,,,,,
47.03,0,-1724,-1594,,,,,,,,,,,,,,,,
47.04,2,-1656,-1504,,,,,,,,,,,,,,,,
47.05,0,-1573,-1400,,,,,,,,,,,,,,,,
47.06,0,-1476,-1283,,,,,,,,,,,,,,,,
47.07,2,-1370,-1163,,,,,,,,,,,,,,,,
47.08,2,-1252,-1037,,,,,,,,,,,,,,,,
47.09,2,-1115,-900,,,,,,,,,,,,,,,,
47.1,0,-963,-757,,,,,,,,,,,,,,,,
47.11,-1,-799,-604,,,,,,,,,,,,,,,,
47.12,-2,-636,-452,,,,,,,,,,,,,,,,
47.13,-5,-470,-302,,,,,,,,,,,,,,,,
47.14,-6,-311,-160,,,,,,,,,,,,,,,,
47.15,-7,-161,-28,,,,,,,,,,,,,,,,
47.16,-10,-24,87,,,,,,,,,,,,,,,,
47.17,-10,95,188,,,,,,,,,,,,,,,,
47.18,-11,191,265,,,,,,,,,,,,,,,,
47.19,-10,265,324,,,,,,,,,,,,,,,,
47.2,-9,313,360,,,,,,,,,,,,,,,,
47.21,-6,346,381,,,,,,,,,,,,,,,,
47.22,-7,355,390,,,,,,,,,,,,,,,,
47.23,-7,358,393,,,,,,,,,,,,,,,,
47.24,-7,361,395,,,,,,,,,,,,,,,,
47.25,-6,368,404,,,,,,,,,,,,,,,,
47.26,-6,379,415,,,,,,,,,,,,,,,,
47.27,-4,398,434,,,,,,,,,,,,,,,,
47.28,-5,420,458,,,,,,,,,,,,,,,,
47.29,-5,457,488,,,,,,,,,,,,,,,,
47.3,-8,499,527,,,,,,,,,,,,,,,,
47.31,-8,550,572,,,,,,,,,,,,,,,,
47.32,-8,609,618,,,,,,,,,,,,,,,,
47.33,-5,673,667,,,,,,,,,,,,,,,,
47.34,-4,738,718,,,,,,,,,,,,,,,,
47.35,-4,804,768,,,,,,,,,,,,,,,,
47.36,-3,873,821,,,,,,,,,,,,,,,,
47.37,-2,940,871,,,,,,,,,,,,,,,,
47.38,-2,1010,922,,,,,,,,,,,,,,,,
47.39,-1,1079,971,,,,,,,,,,,,,,,,
47.4,-1,1144,1015,,,,,,,,,,,,,,,,
47.41,-2,1200,1053,,,,,,,,,,,,,,,,
47.42,-2,1248,1090,,,,,,,,,,,,,,,,
47.43,-4,1293,1120,,,,,,,,,,,,,,,,
47.44,-3,1334,1148,,,,,,,,,,,,,,,,
47.45,-3,1389,1187,,,,,,,,,,,,,,,,
47.46,-5,1458,1241,,,,,,,,,,,,,,,,
47.47,-4,1541,1309,,,,,,,,,,,,,,,,
47.48,-5,1628,1383,,,,,,,,,,,,,,,,
47.49,-6,1712,1451,,,,,,,,,,,,,,,,
47.5,-6,1771,1501,,,,,,,,,,,,,,,,
47.51,-4,1797,1521,,,,,,,,,,,,,,,,
47.52,-4,1777,1503,,,,,,,,,,,,,,,,
47.53,-5,1702,1435,,,,,,,,,,,,,,,,
47.54,-4,1569,1314,,,,,,,,,,,,,,,,
47.55,-3,1385,1142,,,,,,,,,,,,,,,,
47.56,-2,1144,919,,,,,,,,,,,,,,,,
47.57,0,850,649,,,,,,,,,,,,,,,,
47.58,0,515,339,,,,,,,,,,,,,,,,
47.59,1,153,0,,,,,,,,,,,,,,,,
47.6,1,-234,-354,,,,,,,,,,,,,,,,
47.61,2,-622,-713,,,,,,,,,,,,,,,,
47.62,3,-998,-1063,,,,,,,,,,,,,,,,
47.63,4,-1351,-1384,,,,,,,,,,,,,,,,
47.64,4,-1664,-1677,,,,,,,,,,,,,,,,
47.65,6,-1928,-1924,,,,,,,,,,,,,,,,
47.66,7,-2138,-2115,,,,,,,,,,,,,,,,
47.67,7,-2281,-2248,,,,,,,,,,,,,,,,
47.68,6,-2359,-2321,,,,,,,,,,,,,,,,
47.69,6,-2374,-2332,,,,,,,,,,,,,,,,
47.7,7,-2339,-2292,,,,,,,,,,,,,,,,
47.71,8,-2263,-2210,,,,,,,,,,,,,,,,
47.72,8,-2160,-2096,,,,,,,,,,,,,,,,
47.73,7,-2045,-1973,,,,,,,,,,,,,,,,
47.74,7,-1920,-1831,,,,,,,,,,,,,,,,
47.75,6,-1778,-1678,,,,,,,,,,,,,,,,
47.76,5,-1624,-1512,,,,,,,,,,,,,,,,
47.77,5,-1459,-1340,,,,,,,,,,,,,,,,
47.78,5,-1288,-1162,,,,,,,,,,,,,,,,
47.79,4,-1114,-983,,,,,,,,,,,,,,,,
47.8,2,-943,-813,,,,,,,,,,,,,,,,
47.81,1,-785,-654,,,,,,,,,,,,,,,,
47.82,1,-645,-510,,,,,,,,,,,,,,,,
47.83,0,-530,-394,,,,,,,,,,,,,,,,
47.84,0,-434,-301,,,,,,,,,,,,,,,,
47.85,-1,-358,-230,,,,,,,,,,,,,,,,
47.86,-2,-303,-178,,,,,,,,,,,,,,,,
47.87,-2,-266,-146,,,,,,,,,,,,,,,,
47.88,-3,-235,-123,,,,,,,,,,,,,,,,
47.89,-3,-210,-105,,,,,,,,,,,,,,,,
47.9,-2,-186,-81,,,,,,,,,,,,,,,,
47.91,-1,-153,-59,,,,,,,,,,,,,,,,
47.92,-1,-117,-30,,,,,,,,,,,,,,,,
47.93,-2,-71,9,,,,,,,,,,,,,,,,
47.94,-2,-10,56,,,,,,,,,,,,,,,,
47.95,0,65,114,,,,,,,,,,,,,,,,
47.96,1,149,186,,,,,,,,,,,,,,,,
47.97,2,245,263,,,,,,,,,,,,,,,,
47.98,1,342,346,,,,,,,,,,,,,,,,
47.99,3,449,436,,,,,,,,,,,,,,,,
48.0,2,554,523,,,,,,,,,,,,,,,,
48.01,3,659,610,,,,,,,,,,,,,,,,
48.02,3,758,695,,,,,,,,,,,,,,,,
48.03,4,849,772,,,,,,,,,,,,,,,,
48.04,3,931,850,,,,,,,,,,,,,,,,
48.05,1,1009,917,,,,,,,,,,,,,,,,
48.06,0,1081,977,,,,,,,,,,,,,,,,
48.07,0,1144,1032,,,,,,,,,,,,,,,,
48.08,-1,1201,1083,,,,,,,,,,,,,,,,
48.09,-1,1257,1135,,,,,,,,,,,,,,,,
48.1,-3,1312,1176,,,,,,,,,,,,,,,,
48.11,-3,1360,1218,,,,,,,,,,,,,,,,
48.12,-3,1399,1252,,,,,,,,,,,,,,,,
48.13,-4,1440,1282,,,,,,,,,,,,,,,,
48.14,-5,1472,1312,,,,,,,,,,,,,,,,
48.15,-5,1501,1336,,,,,,,,,,,,,,,,
48.16,-4,1531,1359,,,,,,,,,,,,,,,,
48.17,-4,1573,1390,,,,,,,,,,,,,,,,
48.18,-7,1625,1436,,,,,,,,,,,,,,,,
48.19,-7,1698,1505,,,,,,,,,,,,,,,,
48.2,-7,1780,1587,,,,,,,,,,,,,,,,
48.21,-5,1859,1661,,,,,,,,,,,,,,,,
48.22,-5,1910,1720,,,,,,,,,,,,,,,,
48.23,-6,1925,1742,,,,,,,,,,,,,,,,
48.24,-6,1892,1719,,,,,,,,,,,,,,,,
48.25,-5,1798,1640,,,,,,,,,,,,,,,,
48.26,-4,1638,1502,,,,,,,,,,,,,,,,
48.27,-2,1411,1299,,,,,,,,,,,,,,,,
48.28,-2,1119,1037,,,,,,,,,,,,,,,,
48.29,0,783,725,,,,,,,,,,,,,,,,
48.3,0,403,373,,,,,,,,,,,,,,,,
48.31,2,1,-5,,,,,,,,,,,,,,,,
48.32,5,-414,-394,,,,,,,,,,,,,,,,
48.33,8,-826,-779,,,,,,,,,,,,,,,,
48.34,9,-1216,-1146,,,,,,,,,,,,,,,,
48.35,10,-1565,-1483,,,,,,,,,,,,,,,,
48.36,10,-1864,-1769,,,,,,,,,,,,,,,,
48.37,10,-2108,-2003,,,,,,,,,,,,,,,,
48.38,10,-2289,-2176,,,,,,,,,,,,,,,,
48.39,9,-2404,-2289,,,,,,,,,,,,,,,,
48.4,9,-2455,-2348,,,,,,,,,,,,,,,,
48.41,9,-2450,-2353,,,,,,,,,,,,,,,,
48.42,7,-2403,-2317,,,,,,,,,,,,,,,,
48.43,5,-2320,-2240,,,,,,,,,,,,,,,,
48.44,4,-2222,-2138,,,,,,,,,,,,,,,,
48.45,3,-2111,-2029,,,,,,,,,,,,,,,,
48.46,3,-1999,-1915,,,,,,,,,,,,,,,,
48.47,1,-1886,-1796,,,,,,,,,,,,,,,,
48.48,-1,-1770,-1669,,,,,,,,,,,,,,,,
48.49,-1,-1633,-1527,,,,,,,,,,,,,,,,
48.5,-2,-1483,-1375,,,,,,,,,,,,,,,,
48.51,-1,-1319,-1212,,,,,,,,,,,,,,,,
48.52,0,-1146,-1036,,,,,,,,,,,,,,,,
48.53,-1,-967,-862,,,,,,,,,,,,,,,,
48.54,-1,-787,-690,,,,,,,,,,,,,,,,
48.55,0,-619,-526,,,,,,,,,,,,,,,,
48.56,0,-466,-378,,,,,,,,,,,,,,,,
48.57,0,-331,-248,,,,,,,,,,,,,,,,
48.58,0,-220,-143,,,,,,,,,,,,,,,,
48.59,0,-130,-64,,,,,,,,,,,,,,,,
48.6,0,-68,-8,,,,,,,,,,,,,,,,
48.61,-1,-29,23,,,,,,,,,,,,,,,,
48.62,-1,-10,40,,,,,,,,,,,,,,,,
48.63,0,0,43,,,,,,,,,,,,,,,,
48.64,-1,4,43,,,,,,,,,,,,,,,,
48.65,-1,6,43,,,,,,,,,,,,,,,,
48.66,-1,13,51,,,,,,,,,,,,,,,,
48.67,-1,23,65,,,,,,,,,,,,,,,,
48.68,-4,35,87,,,,,,,,,,,,,,,,
48.69,-5,57,113,,,,,,,,,,,,,,,,
