TIMESTAMP [s],PPG1_SUB1,PPG1_SUB2,PPG1_SUB3,PPG1_SUB4,PPG1_SUB5,PPG1_SUB6,PPG1_SUB7,PPG1_SUB8,PPG2_SUB1,PPG2_SUB2,PPG2_SUB3,PPG2_SUB4,PPG2_SUB5,PPG2_SUB6,PPG2_SUB7,PPG2_SUB8,ECG_SEQ1_SUB1,ECG_SEQ1_SUB2,ECG_SEQ2_SUB1
37.885,-4,103,223,,,,,,,,,,,,,,,,
37.89,-4,118,245,,,,,,,,,,,,,,,,
37.895,-5,128,263,,,,,,,,,,,,,,,,
37.9,-5,138,281,,,,,,,,,,,,,,,,
37.905,-5,149,297,,,,,,,,,,,,,,,,
37.91,-5,159,312,,,,,,,,,,,,,,,,
37.915,-4,169,328,,,,,,,,,,,,,,,,
37.92,-4,180,343,,,,,,,,,,,,,,,,
37.925,-4,189,359,,,,,,,,,,,,,,,,
37.93,-4,200,376,,,,,,,,,,,,,,,,
37.935,-3,212,395,,,,,,,,,,,,,,,,
37.94,-3,224,416,,,,,,,,,,,,,,,,
37.945,-2,237,441,,,,,,,,,,,,,,,,
37.95,-2,251,468,,,,,,,,,,,,,,,,
37.955,-1,265,498,,,,,,,,,,,,,,,,
37.96,-1,276,529,,,,,,,,,,,,,,,,
37.965,-1,291,561,,,,,,,,,,,,,,,,
37.97,0,311,596,,,,,,,,,,,,,,,,
37.975,0,325,628,,,,,,,,,,,,,,,,
37.98,0,339,660,,,,,,,,,,,,,,,,
37.985,0,350,689,,,,,,,,,,,,,,,,
37.99,0,360,715,,,,,,,,,,,,,,,,
37.995,0,369,739,,,,,,,,,,,,,,,,
38.0,0,371,759,,,,,,,,,,,,,,,,
38.005,0,372,773,,,,,,,,,,,,,,,,
38.01,0,372,782,,,,,,,,,,,,,,,,
38.015,0,367,785,,,,,,,,,,,,,,,,
38.02,0,361,782,,,,,,,,,,,,,,,,
38.025,0,351,770,,,,,,,,,,,,,,,,
38.03,1,337,751,,,,,,,,,,,,,,,,
38.035,1,319,724,,,,,,,,,,,,,,,,
38.04,1,298,689,,,,,,,,,,,,,,,,
38.045,1,273,646,,,,,,,,,,,,,,,,
38.05,1,244,597,,,,,,,,,,,,,,,,
38.055,0,212,538,,,,,,,,,,,,,,,,
38.06,0,176,475,,,,,,,,,,,,,,,,
38.065,0,138,405,,,,,,,,,,,,,,,,
38.07,0,98,330,,,,,,,,,,,,,,,,
38.075,0,57,251,,,,,,,,,,,,,,,,
38.08,0,16,167,,,,,,,,,,,,,,,,
38.085,-1,-29,81,,,,,,,,,,,,,,,,
38.09,-2,-72,-4,,,,,,,,,,,,,,,,
38.095,-2,-114,-92,,,,,,,,,,,,,,,,
38.1,-2,-156,-179,,,,,,,,,,,,,,,,
38.105,-2,-197,-266,,,,,,,,,,,,,,,,
38.11,-2,-236,-349,,,,,,,,,,,,,,,,
38.115,-2,-274,-432,,,,,,,,,,,,,,,,
38.12,-2,-309,-510,,,,,,,,,,,,,,,,
38.125,-2,-341,-584,,,,,,,,,,,,,,,,
38.13,-1,-371,-652,,,,,,,,,,,,,,,,
38.135,-1,-397,-713,,,,,,,,,,,,,,,,
38.14,-1,-420,-767,,,,,,,,,,,,,,,,
38.145,-2,-438,-814,,,,,,,,,,,,,,,,
38.15,-1,-453,-851,,,,,,,,,,,,,,,,
38.155,-1,-463,-883,,,,,,,,,,,,,,,,
38.16,-1,-471,-904,,,,,,,,,,,,,,,,
38.165,-1,-473,-920,,,,,,,,,,,,,,,,
38.17,0,-473,-929,,,,,,,,,,,,,,,,
38.175,0,-470,-930,,,,,,,,,,,,,,,,
38.18,0,-462,-927,,,,,,,,,,,,,,,,
38.185,0,-456,-917,,,,,,,,,,,,,,,,
38.19,0,-445,-903,,,,,,,,,,,,,,,,
38.195,-1,-438,-888,,,,,,,,,,,,,,,,
38.2,-1,-429,-869,,,,,,,,,,,,,,,,
38.205,-1,-419,-850,,,,,,,,,,,,,,,,
38.21,-2,-410,-831,,,,,,,,,,,,,,,,
38.215,-2,-399,-810,,,,,,,,,,,,,,,,
38.22,-2,-389,-790,,,,,,,,,,,,,,,,
38.225,-2,-380,-769,,,,,,,,,,,,,,,,
38.23,-2,-374,-748,,,,,,,,,,,,,,,,
38.235,-2,-363,-726,,,,,,,,,,,,,,,,
38.24,-2,-354,-705,,,,,,,,,,,,,,,,
38.245,-2,-342,-682,,,,,,,,,,,,,,,,
38.25,-3,-334,-661,,,,,,,,,,,,,,,,
38.255,-3,-327,-639,,,,,,,,,,,,,,,,
38.26,-3,-320,-618,,,,,,,,,,,,,,,,
38.265,-3,-308,-596,,,,,,,,,,,,,,,,
38.27,-3,-299,-576,,,,,,,,,,,,,,,,
38.275,-4,-295,-556,,,,,,,,,,,,,,,,
38.28,-4,-287,-538,,,,,,,,,,,,,,,,
38.285,-4,-283,-521,,,,,,,,,,,,,,,,
38.29,-4,-281,-506,,,,,,,,,,,,,,,,
38.295,-4,-275,-490,,,,,,,,,,,,,,,,
38.3,-4,-274,-474,,,,,,,,,,,,,,,,
38.305,-4,-267,-460,,,,,,,,,,,,,,,,
38.31,-4,-264,-446,,,,,,,,,,,,,,,,
38.315,-4,-258,-431,,,,,,,,,,,,,,,,
38.32,-3,-256,-417,,,,,,,,,,,,,,,,
38.325,-3,-255,-404,,,,,,,,,,,,,,,,
38.33,-2,-251,-391,,,,,,,,,,,,,,,,
38.335,-1,-247,-378,,,,,,,,,,,,,,,,
38.34,0,-243,-366,,,,,,,,,,,,,,,,
38.345,0,-236,-354,,,,,,,,,,,,,,,,
38.35,0,-232,-342,,,,,,,,,,,,,,,,
38.355,0,-226,-327,,,,,,,,,,,,,,,,
38.36,1,-220,-310,,,,,,,,,,,,,,,,
38.365,2,-213,-294,,,,,,,,,,,,,,,,
38.37,3,-205,-276,,,,,,,,,,,,,,,,
38.375,3,-196,-258,,,,,,,,,,,,,,,,
38.38,3,-187,-240,,,,,,,,,,,,,,,,
38.385,4,-177,-219,,,,,,,,,,,,,,,,
38.39,4,-159,-196,,,,,,,,,,,,,,,,
38.395,4,-147,-174,,,,,,,,,,,,,,,,
38.4,4,-136,-152,,,,,,,,,,,,,,,,
38.405,4,-124,-131,,,,,,,,,,,,,,,,
38.41,4,-110,-108,,,,,,,,,,,,,,,,
38.415,4,-98,-89,,,,,,,,,,,,,,,,
38.42,4,-84,-68,,,,,,,,,,,,,,,,
38.425,4,-72,-46,,,,,,,,,,,,,,,,
38.43,4,-58,-22,,,,,,,,,,,,,,,,
38.435,4,-44,4,,,,,,,,,,,,,,,,
38.44,4,-29,36,,,,,,,,,,,,,,,,
38.445,3,-12,72,,,,,,,,,,,,,,,,
38.45,3,6,111,,,,,,,,,,,,,,,,
38.455,3,26,153,,,,,,,,,,,,,,,,
38.46,3,47,199,,,,,,,,,,,,,,,,
38.465,2,70,246,,,,,,,,,,,,,,,,
38.47,2,95,296,,,,,,,,,,,,,,,,
38.475,2,119,348,,,,,,,,,,,,,,,,
38.48,1,144,399,,,,,,,,,,,,,,,,
38.485,1,164,450,,,,,,,,,,,,,,,,
38.49,1,186,499,,,,,,,,,,,,,,,,
38.495,0,205,545,,,,,,,,,,,,,,,,
38.5,0,221,587,,,,,,,,,,,,,,,,
38.505,0,237,625,,,,,,,,,,,,,,,,
38.51,0,249,657,,,,,,,,,,,,,,,,
38.515,0,258,684,,,,,,,,,,,,,,,,
38.52,-1,263,705,,,,,,,,,,,,,,,,
38.525,-1,266,718,,,,,,,,,,,,,,,,
38.53,-1,265,726,,,,,,,,,,,,,,,,
38.535,-1,266,723,,,,,,,,,,,,,,,,
38.54,-1,260,713,,,,,,,,,,,,,,,,
38.545,-1,254,696,,,,,,,,,,,,,,,,
38.55,-1,239,672,,,,,,,,,,,,,,,,
38.555,-1,224,640,,,,,,,,,,,,,,,,
38.56,0,205,600,,,,,,,,,,,,,,,,
38.565,0,185,554,,,,,,,,,,,,,,,,
38.57,0,162,501,,,,,,,,,,,,,,,,
38.575,0,136,443,,,,,,,,,,,,,,,,
38.58,0,110,379,,,,,,,,,,,,,,,,
38.585,0,79,310,,,,,,,,,,,,,,,,
38.59,0,50,238,,,,,,,,,,,,,,,,
38.595,1,21,163,,,,,,,,,,,,,,,,
38.6,1,-9,89,,,,,,,,,,,,,,,,
38.605,1,-40,12,,,,,,,,,,,,,,,,
38.61,2,-70,-62,,,,,,,,,,,,,,,,
38.615,2,-99,-134,,,,,,,,,,,,,,,,
38.62,3,-130,-205,,,,,,,,,,,,,,,,
38.625,3,-156,-272,,,,,,,,,,,,,,,,
38.63,3,-178,-336,,,,,,,,,,,,,,,,
38.635,3,-198,-395,,,,,,,,,,,,,,,,
38.64,3,-216,-447,,,,,,,,,,,,,,,,
38.645,2,-226,-491,,,,,,,,,,,,,,,,
38.65,2,-239,-527,,,,,,,,,,,,,,,,
38.655,2,-245,-554,,,,,,,,,,,,,,,,
38.66,2,-247,-573,,,,,,,,,,,,,,,,
38.665,2,-245,-583,,,,,,,,,,,,,,,,
38.67,2,-238,-585,,,,,,,,,,,,,,,,
38.675,2,-229,-582,,,,,,,,,,,,,,,,
38.68,1,-213,-569,,,,,,,,,,,,,,,,
38.685,1,-194,-549,,,,,,,,,,,,,,,,
38.69,1,-174,-525,,,,,,,,,,,,,,,,
38.695,1,-156,-498,,,,,,,,,,,,,,,,
38.7,1,-133,-466,,,,,,,,,,,,,,,,
38.705,1,-110,-431,,,,,,,,,,,,,,,,
38.71,1,-85,-398,,,,,,,,,,,,,,,,
38.715,1,-63,-365,,,,,,,,,,,,,,,,
38.72,1,-37,-332,,,,,,,,,,,,,,,,
38.725,1,-18,-297,,,,,,,,,,,,,,,,
38.73,2,1,-262,,,,,,,,,,,,,,,,
38.735,1,19,-228,,,,,,,,,,,,,,,,
38.74,1,39,-194,,,,,,,,,,,,,,,,
38.745,1,58,-160,,,,,,,,,,,,,,,,
38.75,1,76,-128,,,,,,,,,,,,,,,,
38.755,1,95,-96,,,,,,,,,,,,,,,,
38.76,1,112,-64,,,,,,,,,,,,,,,,
38.765,1,130,-33,,,,,,,,,,,,,,,,
38.77,1,147,-3,,,,,,,,,,,,,,,,
38.775,2,163,25,,,,,,,,,,,,,,,,
38.78,2,177,53,,,,,,,,,,,,,,,,
38.785,3,191,79,,,,,,,,,,,,,,,,
38.79,3,205,104,,,,,,,,,,,,,,,,
38.795,3,219,128,,,,,,,,,,,,,,,,
38.8,3,231,151,,,,,,,,,,,,,,,,
38.805,3,242,174,,,,,,,,,,,,,,,,
38.81,3,252,196,,,,,,,,,,,,,,,,
38.815,3,264,218,,,,,,,,,,,,,,,,
38.82,3,276,240,,,,,,,,,,,,,,,,
38.825,2,288,261,,,,,,,,,,,,,,,,
38.83,2,299,282,,,,,,,,,,,,,,,,
38.835,1,311,301,,,,,,,,,,,,,,,,
38.84,1,323,323,,,,,,,,,,,,,,,,
38.845,0,334,343,,,,,,,,,,,,,,,,
38.85,0,345,364,,,,,,,,,,,,,,,,
38.855,0,357,386,,,,,,,,,,,,,,,,
38.86,0,369,406,,,,,,,,,,,,,,,,
38.865,0,380,428,,,,,,,,,,,,,,,,
38.87,0,392,450,,,,,,,,,,,,,,,,
38.875,0,403,471,,,,,,,,,,,,,,,,
38.88,-1,415,492,,,,,,,,,,,,,,,,
38.885,-1,427,514,,,,,,,,,,,,,,,,
38.89,-1,439,536,,,,,,,,,,,,,,,,
38.895,-1,452,559,,,,,,,,,,,,,,,,
38.9,-2,465,582,,,,,,,,,,,,,,,,
38.905,-2,476,604,,,,,,,,,,,,,,,,
38.91,-2,487,626,,,,,,,,,,,,,,,,
38.915,-2,498,647,,,,,,,,,,,,,,,,
38.92,-2,511,668,,,,,,,,,,,,,,,,
38.925,-2,523,691,,,,,,,,,,,,,,,,
38.93,-2,535,716,,,,,,,,,,,,,,,,
38.935,-2,544,740,,,,,,,,,,,,,,,,
38.94,-3,560,768,,,,,,,,,,,,,,,,
38.945,-3,577,798,,,,,,,,,,,,,,,,
38.95,-3,590,830,,,,,,,,,,,,,,,,
38.955,-3,606,864,,,,,,,,,,,,,,,,
38.96,-2,623,900,,,,,,,,,,,,,,,,
38.965,-2,641,937,,,,,,,,,,,,,,,,
38.97,-1,659,975,,,,,,,,,,,,,,,,
38.975,-1,676,1013,,,,,,,,,,,,,,,,
38.98,0,695,1051,,,,,,,,,,,,,,,,
38.985,0,712,1086,,,,,,,,,,,,,,,,
38.99,0,727,1119,,,,,,,,,,,,,,,,
38.995,0,741,1151,,,,,,,,,,,,,,,,
39.0,1,752,1179,,,,,,,,,,,,,,,,
39.005,1,762,1202,,,,,,,,,,,,,,,,
39.01,2,768,1218,,,,,,,,,,,,,,,,
39.015,2,773,1230,,,,,,,,,,,,,,,,
39.02,3,774,1235,,,,,,,,,,,,,,,,
39.025,3,768,1233,,,,,,,,,,,,,,,,
39.03,4,759,1223,,,,,,,,,,,,,,,,
39.035,4,746,1205,,,,,,,,,,,,,,,,
39.04,4,727,1181,,,,,,,,,,,,,,,,
39.045,5,708,1147,,,,,,,,,,,,,,,,
39.05,5,686,1106,,,,,,,,,,,,,,,,
39.055,5,658,1058,,,,,,,,,,,,,,,,
39.06,5,627,1001,,,,,,,,,,,,,,,,
39.065,5,592,938,,,,,,,,,,,,,,,,
39.07,6,553,868,,,,,,,,,,,,,,,,
39.075,6,512,794,,,,,,,,,,,,,,,,
39.08,6,468,714,,,,,,,,,,,,,,,,
39.085,6,422,628,,,,,,,,,,,,,,,,
39.09,7,375,541,,,,,,,,,,,,,,,,
39.095,7,327,450,,,,,,,,,,,,,,,,
39.1,7,277,358,,,,,,,,,,,,,,,,
39.105,7,229,265,,,,,,,,,,,,,,,,
39.11,7,182,174,,,,,,,,,,,,,,,,
39.115,7,137,84,,,,,,,,,,,,,,,,
39.12,6,92,-1,,,,,,,,,,,,,,,,
39.125,5,49,-85,,,,,,,,,,,,,,,,
39.13,5,9,-164,,,,,,,,,,,,,,,,
39.135,4,-28,-240,,,,,,,,,,,,,,,,
39.14,4,-62,-308,,,,,,,,,,,,,,,,
39.145,4,-95,-371,,,,,,,,,,,,,,,,
39.15,4,-122,-427,,,,,,,,,,,,,,,,
39.155,4,-145,-474,,,,,,,,,,,,,,,,
39.16,4,-166,-515,,,,,,,,,,,,,,,,
39.165,4,-183,-548,,,,,,,,,,,,,,,,
39.17,4,-195,-573,,,,,,,,,,,,,,,,
39.175,4,-206,-593,,,,,,,,,,,,,,,,
39.18,3,-212,-605,,,,,,,,,,,,,,,,
39.185,3,-215,-610,,,,,,,,,,,,,,,,
39.19,3,-215,-609,,,,,,,,,,,,,,,,
39.195,3,-213,-606,,,,,,,,,,,,,,,,
39.2,3,-209,-598,,,,,,,,,,,,,,,,
39.205,3,-204,-589,,,,,,,,,,,,,,,,
39.21,3,-200,-579,,,,,,,,,,,,,,,,
39.215,3,-195,-567,,,,,,,,,,,,,,,,
39.22,4,-187,-553,,,,,,,,,,,,,,,,
39.225,3,-182,-538,,,,,,,,,,,,,,,,
39.23,4,-176,-525,,,,,,,,,,,,,,,,
39.235,4,-171,-510,,,,,,,,,,,,,,,,
39.24,4,-160,-495,,,,,,,,,,,,,,,,
39.245,4,-154,-479,,,,,,,,,,,,,,,,
39.25,4,-148,-464,,,,,,,,,,,,,,,,
39.255,3,-142,-446,,,,,,,,,,,,,,,,
39.26,3,-135,-431,,,,,,,,,,,,,,,,
39.265,3,-128,-413,,,,,,,,,,,,,,,,
39.27,4,-121,-397,,,,,,,,,,,,,,,,
39.275,4,-114,-378,,,,,,,,,,,,,,,,
39.28,4,-106,-361,,,,,,,,,,,,,,,,
39.285,4,-101,-343,,,,,,,,,,,,,,,,
39.29,3,-95,-325,,,,,,,,,,,,,,,,
39.295,3,-89,-307,,,,,,,,,,,,,,,,
39.3,2,-83,-290,,,,,,,,,,,,,,,,
39.305,2,-77,-272,,,,,,,,,,,,,,,,
39.31,1,-70,-256,,,,,,,,,,,,,,,,
39.315,1,-64,-239,,,,,,,,,,,,,,,,
39.32,0,-59,-225,,,,,,,,,,,,,,,,
39.325,0,-54,-209,,,,,,,,,,,,,,,,
39.33,0,-51,-195,,,,,,,,,,,,,,,,
39.335,-1,-47,-178,,,,,,,,,,,,,,,,
39.34,-2,-45,-162,,,,,,,,,,,,,,,,
39.345,-2,-36,-147,,,,,,,,,,,,,,,,
39.35,-3,-28,-131,,,,,,,,,,,,,,,,
39.355,-4,-23,-118,,,,,,,,,,,,,,,,
39.36,-4,-16,-103,,,,,,,,,,,,,,,,
39.365,-4,-10,-87,,,,,,,,,,,,,,,,
39.37,-5,-4,-70,,,,,,,,,,,,,,,,
39.375,-5,1,-53,,,,,,,,,,,,,,,,
39.38,-5,7,-36,,,,,,,,,,,,,,,,
39.385,-5,13,-19,,,,,,,,,,,,,,,,
39.39,-5,20,-2,,,,,,,,,,,,,,,,
39.395,-5,30,15,,,,,,,,,,,,,,,,
39.4,-5,37,35,,,,,,,,,,,,,,,,
39.405,-4,46,54,,,,,,,,,,,,,,,,
39.41,-4,55,77,,,,,,,,,,,,,,,,
39.415,-4,63,100,,,,,,,,,,,,,,,,
39.42,-3,72,122,,,,,,,,,,,,,,,,
39.425,-3,82,146,,,,,,,,,,,,,,,,
39.43,-2,93,172,,,,,,,,,,,,,,,,
39.435,-2,104,199,,,,,,,,,,,,,,,,
39.44,-1,117,230,,,,,,,,,,,,,,,,
39.445,0,130,261,,,,,,,,,,,,,,,,
39.45,0,145,297,,,,,,,,,,,,,,,,
39.455,0,163,335,,,,,,,,,,,,,,,,
39.46,0,182,374,,,,,,,,,,,,,,,,
39.465,0,201,417,,,,,,,,,,,,,,,,
39.47,0,222,461,,,,,,,,,,,,,,,,
39.475,0,243,505,,,,,,,,,,,,,,,,
39.48,0,266,549,,,,,,,,,,,,,,,,
39.485,0,287,595,,,,,,,,,,,,,,,,
39.49,0,308,637,,,,,,,,,,,,,,,,
39.495,0,328,676,,,,,,,,,,,,,,,,
39.5,0,346,713,,,,,,,,,,,,,,,,
39.505,0,364,744,,,,,,,,,,,,,,,,
39.51,0,376,771,,,,,,,,,,,,,,,,
39.515,0,387,792,,,,,,,,,,,,,,,,
39.52,0,394,806,,,,,,,,,,,,,,,,
39.525,-1,396,813,,,,,,,,,,,,,,,,
39.53,-1,397,812,,,,,,,,,,,,,,,,
39.535,-1,393,806,,,,,,,,,,,,,,,,
39.54,-1,386,790,,,,,,,,,,,,,,,,
39.545,-2,374,768,,,,,,,,,,,,,,,,
39.55,-3,360,739,,,,,,,,,,,,,,,,
39.555,-4,342,703,,,,,,,,,,,,,,,,
39.56,-4,321,659,,,,,,,,,,,,,,,,
39.565,-4,297,610,,,,,,,,,,,,,,,,
39.57,-4,270,553,,,,,,,,,,,,,,,,
39.575,-4,240,492,,,,,,,,,,,,,,,,
39.58,-5,207,425,,,,,,,,,,,,,,,,
39.585,-5,172,355,,,,,,,,,,,,,,,,
39.59,-5,136,282,,,,,,,,,,,,,,,,
39.595,-5,98,206,,,,,,,,,,,,,,,,
39.6,-5,59,129,,,,,,,,,,,,,,,,
39.605,-5,22,52,,,,,,,,,,,,,,,,
39.61,-4,-16,-25,,,,,,,,,,,,,,,,
39.615,-4,-55,-101,,,,,,,,,,,,,,,,
39.62,-3,-94,-177,,,,,,,,,,,,,,,,
39.625,-3,-131,-248,,,,,,,,,,,,,,,,
39.63,-3,-166,-317,,,,,,,,,,,,,,,,
39.635,-2,-198,-380,,,,,,,,,,,,,,,,
39.64,-2,-227,-439,,,,,,,,,,,,,,,,
39.645,-1,-250,-491,,,,,,,,,,,,,,,,
39.65,-1,-273,-540,,,,,,,,,,,,,,,,
39.655,0,-291,-579,,,,,,,,,,,,,,,,
39.66,0,-306,-611,,,,,,,,,,,,,,,,
39.665,0,-318,-637,,,,,,,,,,,,,,,,
39.67,0,-326,-657,,,,,,,,,,,,,,,,
39.675,0,-331,-671,,,,,,,,,,,,,,,,
39.68,0,-332,-677,,,,,,,,,,,,,,,,
39.685,-1,-332,-677,,,,,,,,,,,,,,,,
39.69,-1,-325,-673,,,,,,,,,,,,,,,,
39.695,-1,-316,-664,,,,,,,,,,,,,,,,
39.7,-2,-310,-653,,,,,,,,,,,,,,,,
39.705,-2,-300,-639,,,,,,,,,,,,,,,,
39.71,-2,-289,-622,,,,,,,,,,,,,,,,
39.715,-2,-279,-606,,,,,,,,,,,,,,,,
39.72,-2,-268,-588,,,,,,,,,,,,,,,,
39.725,-3,-260,-569,,,,,,,,,,,,,,,,
39.73,-3,-248,-549,,,,,,,,,,,,,,,,
39.735,-4,-236,-527,,,,,,,,,,,,,,,,
39.74,-4,-225,-505,,,,,,,,,,,,,,,,
39.745,-5,-213,-484,,,,,,,,,,,,,,,,
39.75,-5,-202,-462,,,,,,,,,,,,,,,,
39.755,-5,-190,-439,,,,,,,,,,,,,,,,
39.76,-6,-179,-416,,,,,,,,,,,,,,,,
39.765,-7,-169,-391,,,,,,,,,,,,,,,,
39.77,-7,-157,-368,,,,,,,,,,,,,,,,
39.775,-8,-146,-344,,,,,,,,,,,,,,,,
39.78,-8,-134,-320,,,,,,,,,,,,,,,,
39.785,-8,-124,-295,,,,,,,,,,,,,,,,
39.79,-7,-113,-271,,,,,,,,,,,,,,,,
39.795,-7,-101,-249,,,,,,,,,,,,,,,,
39.8,-7,-90,-226,,,,,,,,,,,,,,,,
39.805,-7,-79,-205,,,,,,,,,,,,,,,,
39.81,-6,-72,-185,,,,,,,,,,,,,,,,
39.815,-6,-64,-166,,,,,,,,,,,,,,,,
39.82,-5,-56,-148,,,,,,,,,,,,,,,,
39.825,-5,-48,-129,,,,,,,,,,,,,,,,
39.83,-4,-40,-112,,,,,,,,,,,,,,,,
39.835,-3,-33,-94,,,,,,,,,,,,,,,,
39.84,-2,-24,-76,,,,,,,,,,,,,,,,
39.845,-1,-17,-57,,,,,,,,,,,,,,,,
39.85,0,-7,-39,,,,,,,,,,,,,,,,
39.855,0,1,-20,,,,,,,,,,,,,,,,
39.86,0,9,-2,,,,,,,,,,,,,,,,
39.865,0,18,15,,,,,,,,,,,,,,,,
39.87,1,27,33,,,,,,,,,,,,,,,,
39.875,1,37,53,,,,,,,,,,,,,,,,
39.88,2,47,73,,,,,,,,,,,,,,,,
39.885,2,57,92,,,,,,,,,,,,,,,,
39.89,1,67,111,,,,,,,,,,,,,,,,
39.895,2,77,131,,,,,,,,,,,,,,,,
39.9,2,90,151,,,,,,,,,,,,,,,,
39.905,2,101,171,,,,,,,,,,,,,,,,
39.91,2,111,192,,,,,,,,,,,,,,,,
39.915,2,123,211,,,,,,,,,,,,,,,,
39.92,2,133,230,,,,,,,,,,,,,,,,
39.925,2,145,250,,,,,,,,,,,,,,,,
39.93,2,157,267,,,,,,,,,,,,,,,,
39.935,2,168,284,,,,,,,,,,,,,,,,
39.94,2,177,302,,,,,,,,,,,,,,,,
39.945,2,188,320,,,,,,,,,,,,,,,,
39.95,2,198,339,,,,,,,,,,,,,,,,
39.955,2,211,360,,,,,,,,,,,,,,,,
39.96,2,221,383,,,,,,,,,,,,,,,,
39.965,1,234,406,,,,,,,,,,,,,,,,
39.97,1,246,434,,,,,,,,,,,,,,,,
39.975,0,261,466,,,,,,,,,,,,,,,,
39.98,0,274,499,,,,,,,,,,,,,,,,
39.985,0,288,533,,,,,,,,,,,,,,,,
39.99,0,305,567,,,,,,,,,,,,,,,,
39.995,0,321,601,,,,,,,,,,,,,,,,
40.0,0,335,634,,,,,,,,,,,,,,,,
40.005,0,348,666,,,,,,,,,,,,,,,,
40.01,0,359,697,,,,,,,,,,,,,,,,
40.015,1,368,722,,,,,,,,,,,,,,,,
40.02,1,373,746,,,,,,,,,,,,,,,,
40.025,1,378,764,,,,,,,,,,,,,,,,
40.03,1,384,778,,,,,,,,,,,,,,,,
40.035,2,384,787,,,,,,,,,,,,,,,,
40.04,2,380,789,,,,,,,,,,,,,,,,
40.045,2,374,785,,,,,,,,,,,,,,,,
40.05,3,364,775,,,,,,,,,,,,,,,,
40.055,2,351,759,,,,,,,,,,,,,,,,
40.06,2,335,737,,,,,,,,,,,,,,,,
40.065,2,316,709,,,,,,,,,,,,,,,,
40.07,2,295,673,,,,,,,,,,,,,,,,
40.075,2,271,632,,,,,,,,,,,,,,,,
40.08,2,244,587,,,,,,,,,,,,,,,,
40.085,2,216,538,,,,,,,,,,,,,,,,
40.09,2,187,482,,,,,,,,,,,,,,,,
40.095,1,154,423,,,,,,,,,,,,,,,,
40.1,1,121,359,,,,,,,,,,,,,,,,
40.105,1,88,292,,,,,,,,,,,,,,,,
40.11,0,54,223,,,,,,,,,,,,,,,,
40.115,0,18,151,,,,,,,,,,,,,,,,
40.12,0,-15,77,,,,,,,,,,,,,,,,
40.125,0,-50,3,,,,,,,,,,,,,,,,
40.13,0,-85,-72,,,,,,,,,,,,,,,,
40.135,0,-118,-144,,,,,,,,,,,,,,,,
40.14,0,-150,-215,,,,,,,,,,,,,,,,
40.145,-1,-180,-284,,,,,,,,,,,,,,,,
40.15,-1,-208,-350,,,,,,,,,,,,,,,,
40.155,-1,-235,-413,,,,,,,,,,,,,,,,
40.16,-1,-260,-471,,,,,,,,,,,,,,,,
40.165,-2,-282,-523,,,,,,,,,,,,,,,,
40.17,-2,-302,-571,,,,,,,,,,,,,,,,
40.175,-2,-317,-613,,,,,,,,,,,,,,,,
40.18,-2,-330,-649,,,,,,,,,,,,,,,,
40.185,-2,-340,-680,,,,,,,,,,,,,,,,
40.19,-2,-347,-705,,,,,,,,,,,,,,,,
40.195,-2,-353,-724,,,,,,,,,,,,,,,,
40.2,-2,-354,-739,,,,,,,,,,,,,,,,
40.205,-2,-356,-748,,,,,,,,,,,,,,,,
40.21,-2,-356,-751,,,,,,,,,,,,,,,,
40.215,-2,-354,-753,,,,,,,,,,,,,,,,
40.22,-2,-352,-753,,,,,,,,,,,,,,,,
40.225,-2,-349,-751,,,,,,,,,,,,,,,,
40.23,-2,-346,-748,,,,,,,,,,,,,,,,
40.235,-2,-345,-743,,,,,,,,,,,,,,,,
40.24,-2,-339,-738,,,,,,,,,,,,,,,,
40.245,-2,-336,-731,,,,,,,,,,,,,,,,
40.25,-2,-335,-723,,,,,,,,,,,,,,,,
40.255,-2,-334,-714,,,,,,,,,,,,,,,,
40.26,-2,-333,-702,,,,,,,,,,,,,,,,
40.265,-2,-329,-688,,,,,,,,,,,,,,,,
40.27,-2,-326,-671,,,,,,,,,,,,,,,,
40.275,-2,-321,-653,,,,,,,,,,,,,,,,
40.28,-2,-316,-634,,,,,,,,,,,,,,,,
40.285,-2,-309,-612,,,,,,,,,,,,,,,,
40.29,-2,-301,-589,,,,,,,,,,,,,,,,
40.295,-1,-294,-564,,,,,,,,,,,,,,,,
40.3,-1,-286,-537,,,,,,,,,,,,,,,,
40.305,-1,-277,-510,,,,,,,,,,,,,,,,
40.31,-1,-268,-481,,,,,,,,,,,,,,,,
40.315,-1,-257,-454,,,,,,,,,,,,,,,,
40.32,-1,-246,-426,,,,,,,,,,,,,,,,
40.325,-1,-234,-398,,,,,,,,,,,,,,,,
40.33,-2,-223,-368,,,,,,,,,,,,,,,,
40.335,-1,-210,-341,,,,,,,,,,,,,,,,
40.34,-1,-197,-314,,,,,,,,,,,,,,,,
40.345,-1,-185,-288,,,,,,,,,,,,,,,,
40.35,-1,-173,-264,,,,,,,,,,,,,,,,
40.355,-1,-157,-239,,,,,,,,,,,,,,,,
40.36,0,-146,-216,,,,,,,,,,,,,,,,
40.365,0,-134,-192,,,,,,,,,,,,,,,,
40.37,0,-124,-170,,,,,,,,,,,,,,,,
40.375,0,-112,-145,,,,,,,,,,,,,,,,
40.38,0,-99,-120,,,,,,,,,,,,,,,,
40.385,0,-87,-95,,,,,,,,,,,,,,,,
