TIMESTAMP [s],PPG1_SUB1,PPG1_SUB2,PPG1_SUB3,SPO2: SIGNAL_QUALITY,SPO2: SPO2 [%],SPO2: HEART_RATE [bpm],SPO2: PI [%],SPO2: R,SPO2: AC_RED,SPO2: DC_RED,SPO2: AC_IR,SPO2: DC_IR,AGC1_CHANNEL,AGC1_PD_OFFSET_CHANGE,AGC1_PD_OFFSET_CURRENT,AGC1_LED_CHANGE,AGC1_LED_CURRENT,AGC2_CHANNEL,AGC2_PD_OFFSET_CHANGE,AGC2_PD_OFFSET_CURRENT,AGC2_LED_CHANGE,AGC2_LED_CURRENT
75.69,345654,613720,559305,,,,,,,,,,,,,,,,,,,
75.7,345641,613498,559039,,,,,,,,,,,,,,,,,,,
75.71,345642,613394,558940,,,,,,,,,,,,,,,,,,,
75.72,345621,613367,558885,,,,,,,,,,,,,,,,,,,
75.73,345630,613347,558891,,,,,,,,,,,,,,,,,,,
75.74,345635,613399,558943,,,,,,,,,,,,,,,,,,,
75.75,345646,613497,559055,,,,,,,,,,,,,,,,,,,
75.76,345619,613545,559152,,,,,,,,,,,,,,,,,,,
75.77,345639,613701,559322,,,,,,,,,,,,,,,,,,,
75.78,345627,613819,559489,,,,,,,,,,,,,,,,,,,
75.79,345637,614022,559726,,,,,,,,,,,,,,,,,,,
75.8,345634,614213,559956,,,,,,,,,,,,,,,,,,,
75.81,345634,614437,560240,,,,,,,,,,,,,,,,,,,
75.82,345634,614711,560585,,,,,,,,,,,,,,,,,,,
75.83,345641,614987,560940,,,,,,,,,,,,,,,,,,,
75.84,345638,615311,561325,,,,,,,,,,,,,,,,,,,
75.85,345634,615599,561735,,,,,,,,,,,,,,,,,,,
75.86,345660,615994,562200,100,91.46,80.0,4.41,0.6785,0,0,0,0,,,,,,,,,,
75.87,345643,616359,562631,,,,,,,,,,,,,,,,,,,
75.88,345661,616706,563098,,,,,,,,,,,,,,,,,,,
75.89,345638,616979,563459,,,,,,,,,,,,,,,,,,,
75.9,345660,617232,563763,,,,,,,,,,,,,,,,,,,
75.91,345653,617403,563939,,,,,,,,,,,,,,,,,,,
75.92,345657,617545,564093,,,,,,,,,,,,,,,,,,,
75.93,345660,617624,564255,,,,,,,,,,,,,,,,,,,
75.94,345663,617710,564341,,,,,,,,,,,,,,,,,,,
75.95,345663,617761,564402,,,,,,,,,,,,,,,,,,,
75.96,345679,617857,564531,,,,,,,,,,,,,,,,,,,
75.97,345684,618022,564783,,,,,,,,,,,,,,,,,,,
75.98,345675,618276,565069,,,,,,,,,,,,,,,,,,,
75.99,345667,618393,565240,,,,,,,,,,,,,,,,,,,
76.0,345685,618540,565420,,,,,,,,,,,,,,,,,,,
76.01,345679,618659,565566,,,,,,,,,,,,,,,,,,,
76.02,345669,618754,565695,,,,,,,,,,,,,,,,,,,
76.03,345679,618851,565806,,,,,,,,,,,,,,,,,,,
76.04,345672,618922,565941,,,,,,,,,,,,,,,,,,,
76.05,345676,619012,566068,,,,,,,,,,,,,,,,,,,
76.06,345682,619128,566226,,,,,,,,,,,,,,,,,,,
76.07,345660,619274,566387,,,,,,,,,,,,,,,,,,,
76.08,345690,619453,566622,,,,,,,,,,,,,,,,,,,
76.09,345670,619610,566820,,,,,,,,,,,,,,,,,,,
76.1,345672,619763,567038,,,,,,,,,,,,,,,,,,,
76.11,345682,619923,567245,,,,,,,,,,,,,,,,,,,
76.12,345687,620087,567458,,,,,,,,,,,,,,,,,,,
76.13,345677,620248,567633,,,,,,,,,,,,,,,,,,,
76.14,345678,620376,567794,,,,,,,,,,,,,,,,,,,
76.15,345688,620514,567922,,,,,,,,,,,,,,,,,,,
76.16,345676,620614,568060,,,,,,,,,,,,,,,,,,,
76.17,345684,620696,568164,,,,,,,,,,,,,,,,,,,
76.18,345679,620793,568277,,,,,,,,,,,,,,,,,,,
76.19,345677,620905,568378,,,,,,,,,,,,,,,,,,,
76.2,345677,620982,568489,,,,,,,,,,,,,,,,,,,
76.21,345679,621090,568591,,,,,,,,,,,,,,,,,,,
76.22,345689,621191,568705,,,,,,,,,,,,,,,,,,,
76.23,345677,621269,568788,,,,,,,,,,,,,,,,,,,
76.24,345693,621316,568879,,,,,,,,,,,,,,,,,,,
76.25,345682,621408,568928,,,,,,,,,,,,,,,,,,,
76.26,345688,621444,569012,,,,,,,,,,,,,,,,,,,
76.27,345679,621474,569040,,,,,,,,,,,,,,,,,,,
76.28,345682,621528,569081,,,,,,,,,,,,,,,,,,,
76.29,345682,621561,569133,,,,,,,,,,,,,,,,,,,
76.3,345685,621614,569146,,,,,,,,,,,,,,,,,,,
76.31,345667,621654,569176,,,,,,,,,,,,,,,,,,,
76.32,345699,621653,569195,,,,,,,,,,,,,,,,,,,
76.33,345685,621670,569225,,,,,,,,,,,,,,,,,,,
76.34,345703,621708,569249,,,,,,,,,,,,,,,,,,,
76.35,345688,621736,569292,,,,,,,,,,,,,,,,,,,
76.36,345693,621736,569303,,,,,,,,,,,,,,,,,,,
76.37,345684,621738,569315,,,,,,,,,,,,,,,,,,,
76.38,345680,621730,569288,,,,,,,,,,,,,,,,,,,
76.39,345687,621619,569198,,,,,,,,,,,,,,,,,,,
76.4,345697,621417,568963,,,,,,,,,,,,,,,,,,,
76.41,345680,621044,568556,,,,,,,,,,,,,,,,,,,
76.42,345690,620510,567907,,,,,,,,,,,,,,,,,,,
76.43,345680,619540,566686,,,,,,,,,,,,,,,,,,,
76.44,345681,618013,564815,,,,,,,,,,,,,,,,,,,
76.45,345666,616579,563083,,,,,,,,,,,,,,,,,,,
76.46,345672,615290,561515,,,,,,,,,,,,,,,,,,,
76.47,345654,614367,560402,,,,,,,,,,,,,,,,,,,
76.48,345652,613844,559732,,,,,,,,,,,,,,,,,,,
76.49,345657,613494,559322,,,,,,,,,,,,,,,,,,,
76.5,345657,613335,559156,,,,,,,,,,,,,,,,,,,
76.51,345629,613236,559069,,,,,,,,,,,,,,,,,,,
76.52,345643,613259,559077,,,,,,,,,,,,,,,,,,,
76.53,345630,613339,559187,,,,,,,,,,,,,,,,,,,
76.54,345651,613488,559364,,,,,,,,,,,,,,,,,,,
76.55,345639,613663,559546,,,,,,,,,,,,,,,,,,,
76.56,345644,613803,559762,,,,,,,,,,,,,,,,,,,
76.57,345645,614046,560017,,,,,,,,,,,,,,,,,,,
76.58,345646,614252,560291,,,,,,,,,,,,,,,,,,,
76.59,345654,614485,560540,,,,,,,,,,,,,,,,,,,
76.6,345648,614772,560912,,,,,,,,,,,,,,,,,,,
76.61,345635,615096,561310,,,,,,,,,,,,,,,,,,,
76.62,345676,615518,561877,,,,,,,,,,,,,,,,,,,
76.63,345643,615933,562378,,,,,,,,,,,,,,,,,,,
76.64,345662,616377,562924,,,,,,,,,,,,,,,,,,,
76.65,345673,616813,563437,,,,,,,,,,,,,,,,,,,
76.66,345674,617172,563903,,,,,,,,,,,,,,,,,,,
76.67,345670,617492,564263,,,,,,,,,,,,,,,,,,,
76.68,345679,617787,564608,,,,,,,,,,,,,,,,,,,
76.69,345662,617989,564853,,,,,,,,,,,,,,,,,,,
76.7,345675,618126,565057,,,,,,,,,,,,,,,,,,,
76.71,345651,618268,565182,,,,,,,,,,,,,,,,,,,
76.72,345649,618361,565285,,,,,,,,,,,,,,,,,,,
76.73,345612,618399,565306,,,,,,,,,,,,,,,,,,,
76.74,345620,618460,565341,,,,,,,,,,,,,,,,,,,
76.75,345610,618439,565315,,,,,,,,,,,,,,,,,,,
76.76,345615,618446,565338,,,,,,,,,,,,,,,,,,,
76.77,345596,618444,565313,,,,,,,,,,,,,,,,,,,
76.78,345617,618515,565421,,,,,,,,,,,,,,,,,,,
76.79,345624,618614,565546,,,,,,,,,,,,,,,,,,,
76.8,345620,618818,565794,,,,,,,,,,,,,,,,,,,
76.81,345634,619032,566084,,,,,,,,,,,,,,,,,,,
76.82,345637,619338,566447,,,,,,,,,,,,,,,,,,,
76.83,345636,619608,566800,100,91.46,78.9,4.44,0.6632,0,0,0,0,,,,,,,,,,
76.84,345621,619885,567133,,,,,,,,,,,,,,,,,,,
76.85,345642,620109,567406,,,,,,,,,,,,,,,,,,,
76.86,345644,620288,567677,,,,,,,,,,,,,,,,,,,
76.87,345646,620492,567897,,,,,,,,,,,,,,,,,,,
76.88,345646,620638,568114,,,,,,,,,,,,,,,,,,,
76.89,345655,620770,568281,,,,,,,,,,,,,,,,,,,
76.9,345662,620912,568420,,,,,,,,,,,,,,,,,,,
76.91,345658,621027,568573,,,,,,,,,,,,,,,,,,,
76.92,345662,621154,568715,,,,,,,,,,,,,,,,,,,
76.93,345656,621215,568762,,,,,,,,,,,,,,,,,,,
76.94,345669,621269,568841,,,,,,,,,,,,,,,,,,,
76.95,345658,621341,568885,,,,,,,,,,,,,,,,,,,
76.96,345672,621421,568986,,,,,,,,,,,,,,,,,,,
76.97,345661,621466,569029,,,,,,,,,,,,,,,,,,,
76.98,345668,621515,569092,,,,,,,,,,,,,,,,,,,
76.99,345657,621561,569120,,,,,,,,,,,,,,,,,,,
77.0,345661,621598,569179,,,,,,,,,,,,,,,,,,,
77.01,345658,621636,569213,,,,,,,,,,,,,,,,,,,
77.02,345666,621637,569245,,,,,,,,,,,,,,,,,,,
77.03,345657,621679,569267,,,,,,,,,,,,,,,,,,,
77.04,345656,621727,569285,,,,,,,,,,,,,,,,,,,
77.05,345660,621749,569310,,,,,,,,,,,,,,,,,,,
77.06,345661,621777,569340,,,,,,,,,,,,,,,,,,,
77.07,345651,621787,569325,,,,,,,,,,,,,,,,,,,
77.08,345647,621778,569333,,,,,,,,,,,,,,,,,,,
77.09,345658,621825,569340,,,,,,,,,,,,,,,,,,,
77.1,345647,621815,569360,,,,,,,,,,,,,,,,,,,
77.11,345662,621805,569368,,,,,,,,,,,,,,,,,,,
77.12,345658,621775,569346,,,,,,,,,,,,,,,,,,,
77.13,345663,621741,569341,,,,,,,,,,,,,,,,,,,
77.14,345662,621697,569327,,,,,,,,,,,,,,,,,,,
77.15,345658,621681,569335,,,,,,,,,,,,,,,,,,,
77.16,345675,621727,569368,,,,,,,,,,,,,,,,,,,
77.17,345677,621703,569412,,,,,,,,,,,,,,,,,,,
77.18,345698,621773,569456,,,,,,,,,,,,,,,,,,,
77.19,345676,621759,569457,,,,,,,,,,,,,,,,,,,
77.2,345671,621712,569434,,,,,,,,,,,,,,,,,,,
77.21,345661,621617,569300,,,,,,,,,,,,,,,,,,,
77.22,345666,621373,569033,,,,,,,,,,,,,,,,,,,
77.23,345658,620908,568504,,,,,,,,,,,,,,,,,,,
77.24,345665,620225,567671,,,,,,,,,,,,,,,,,,,
77.25,345662,618956,566068,,,,,,,,,,,,,,,,,,,
77.26,345645,617281,564044,,,,,,,,,,,,,,,,,,,
77.27,345635,615863,562349,,,,,,,,,,,,,,,,,,,
77.28,345625,614679,560867,,,,,,,,,,,,,,,,,,,
77.29,345632,613933,559979,,,,,,,,,,,,,,,,,,,
77.3,345626,613482,559444,,,,,,,,,,,,,,,,,,,
77.31,345620,613271,559160,,,,,,,,,,,,,,,,,,,
77.32,345605,613146,559018,,,,,,,,,,,,,,,,,,,
77.33,345614,613138,559029,,,,,,,,,,,,,,,,,,,
77.34,345615,613217,559126,,,,,,,,,,,,,,,,,,,
77.35,345613,613386,559318,,,,,,,,,,,,,,,,,,,
77.36,345610,613537,559529,,,,,,,,,,,,,,,,,,,
77.37,345604,613694,559731,,,,,,,,,,,,,,,,,,,
77.38,345621,613864,559957,,,,,,,,,,,,,,,,,,,
77.39,345623,614059,560202,,,,,,,,,,,,,,,,,,,
77.4,345608,614285,560503,,,,,,,,,,,,,,,,,,,
77.41,345618,614546,560818,,,,,,,,,,,,,,,,,,,
77.42,345621,614829,561181,,,,,,,,,,,,,,,,,,,
77.43,345614,615175,561617,,,,,,,,,,,,,,,,,,,
77.44,345608,615533,562068,,,,,,,,,,,,,,,,,,,
77.45,345609,615966,562615,,,,,,,,,,,,,,,,,,,
77.46,345626,616388,563133,,,,,,,,,,,,,,,,,,,
77.47,345606,616808,563654,,,,,,,,,,,,,,,,,,,
77.48,345613,617194,564166,,,,,,,,,,,,,,,,,,,
77.49,345628,617595,564632,,,,,,,,,,,,,,,,,,,
77.5,345622,617903,564983,,,,,,,,,,,,,,,,,,,
77.51,345626,618147,565275,,,,,,,,,,,,,,,,,,,
77.52,345627,618320,565430,,,,,,,,,,,,,,,,,,,
77.53,345610,618398,565543,,,,,,,,,,,,,,,,,,,
77.54,345604,618458,565602,,,,,,,,,,,,,,,,,,,
77.55,345614,618516,565666,,,,,,,,,,,,,,,,,,,
77.56,345592,618526,565660,,,,,,,,,,,,,,,,,,,
77.57,345590,618551,565696,,,,,,,,,,,,,,,,,,,
77.58,345600,618575,565737,,,,,,,,,,,,,,,,,,,
77.59,345612,618577,565778,,,,,,,,,,,,,,,,,,,
77.6,345613,618619,565791,,,,,,,,,,,,,,,,,,,
77.61,345618,618653,565835,,,,,,,,,,,,,,,,,,,
77.62,345625,618692,565904,,,,,,,,,,,,,,,,,,,
77.63,345618,618723,565985,,,,,,,,,,,,,,,,,,,
77.64,345602,618782,566068,,,,,,,,,,,,,,,,,,,
77.65,345603,618862,566187,,,,,,,,,,,,,,,,,,,
77.66,345616,618987,566338,,,,,,,,,,,,,,,,,,,
77.67,345623,619105,566471,,,,,,,,,,,,,,,,,,,
77.68,345614,619212,566678,,,,,,,,,,,,,,,,,,,
77.69,345614,619355,566847,,,,,,,,,,,,,,,,,,,
77.7,345623,619529,567035,,,,,,,,,,,,,,,,,,,
77.71,345620,619674,567216,,,,,,,,,,,,,,,,,,,
77.72,345615,619832,567400,,,,,,,,,,,,,,,,,,,
77.73,345634,619982,567580,,,,,,,,,,,,,,,,,,,
77.74,345629,620081,567719,,,,,,,,,,,,,,,,,,,
77.75,345637,620216,567879,,,,,,,,,,,,,,,,,,,
77.76,345648,620304,567987,,,,,,,,,,,,,,,,,,,
77.77,345630,620381,568088,,,,,,,,,,,,,,,,,,,
77.78,345617,620486,568245,,,,,,,,,,,,,,,,,,,
77.79,345633,620551,568347,,,,,,,,,,,,,,,,,,,
77.8,345644,620647,568443,,,,,,,,,,,,,,,,,,,
77.81,345660,620733,568549,,,,,,,,,,,,,,,,,,,
77.82,345638,620769,568598,,,,,,,,,,,,,,,,,,,
77.83,345640,620859,568661,,,,,,,,,,,,,,,,,,,
77.84,345642,620902,568731,,,,,,,,,,,,,,,,,,,
77.85,345645,620960,568802,,,,,,,,,,,,,,,,,,,
77.86,345629,621002,568858,,,,,,,,,,,,,,,,,,,
77.87,345646,621078,568899,,,,,,,,,,,,,,,,,,,
77.88,345652,621133,568990,100,91.46,78.9,4.5,0.654,0,0,0,0,,,,,,,,,,
77.89,345654,621164,569048,,,,,,,,,,,,,,,,,,,
77.9,345659,621224,569103,,,,,,,,,,,,,,,,,,,
77.91,345660,621246,569185,,,,,,,,,,,,,,,,,,,
77.92,345653,621287,569236,,,,,,,,,,,,,,,,,,,
77.93,345657,621339,569274,,,,,,,,,,,,,,,,,,,
77.94,345659,621355,569274,,,,,,,,,,,,,,,,,,,
77.95,345659,621420,569366,,,,,,,,,,,,,,,,,,,
77.96,345652,621447,569381,,,,,,,,,,,,,,,,,,,
77.97,345678,621508,569482,,,,,,,,,,,,,,,,,,,
77.98,345662,621547,569494,,,,,,,,,,,,,,,,,,,
77.99,345669,621575,569531,,,,,,,,,,,,,,,,,,,
78.0,345642,621561,569490,,,,,,,,,,,,,,,,,,,
78.01,345650,621458,569360,,,,,,,,,,,,,,,,,,,
78.02,345649,621246,569133,,,,,,,,,,,,,,,,,,,
78.03,345653,620827,568672,,,,,,,,,,,,,,,,,,,
78.04,345623,620228,567957,,,,,,,,,,,,,,,,,,,
78.05,345633,619298,566753,,,,,,,,,,,,,,,,,,,
78.06,345626,617858,564907,,,,,,,,,,,,,,,,,,,
78.07,345617,616563,563378,,,,,,,,,,,,,,,,,,,
78.08,345607,615524,562093,,,,,,,,,,,,,,,,,,,
78.09,345599,614792,561203,,,,,,,,,,,,,,,,,,,
78.1,345600,614405,560746,,,,,,,,,,,,,,,,,,,
78.11,345602,614215,560542,,,,,,,,,,,,,,,,,,,
78.12,345593,614157,560459,,,,,,,,,,,,,,,,,,,
78.13,345603,614184,560505,,,,,,,,,,,,,,,,,,,
78.14,345590,614219,560574,,,,,,,,,,,,,,,,,,,
78.15,345592,614308,560720,,,,,,,,,,,,,,,,,,,
78.16,345592,614453,560823,,,,,,,,,,,,,,,,,,,
78.17,345605,614537,560944,,,,,,,,,,,,,,,,,,,
78.18,345591,614645,561029,,,,,,,,,,,,,,,,,,,
78.19,345607,614741,561175,,,,,,,,,,,,,,,,,,,
78.2,345593,614842,561302,,,,,,,,,,,,,,,,,,,
78.21,345608,615044,561550,,,,,,,,,,,,,,,,,,,
78.22,345586,615267,561854,,,,,,,,,,,,,,,,,,,
78.23,345592,615645,562247,,,,,,,,,,,,,,,,,,,
78.24,345587,615950,562719,,,,,,,,,,,,,,,,,,,
78.25,345596,616338,563188,,,,,,,,,,,,,,,,,,,
78.26,345587,616683,563612,,,,,,,,,,,,,,,,,,,
78.27,345606,616967,563989,,,,,,,,,,,,,,,,,,,
78.28,345594,617200,564328,,,,,,,,,,,,,,,,,,,
78.29,345606,617405,564578,,,,,,,,,,,,,,,,,,,
78.3,345594,617544,564760,,,,,,,,,,,,,,,,,,,
78.31,345617,617707,564926,,,,,,,,,,,,,,,,,,,
78.32,345607,617713,564974,,,,,,,,,,,,,,,,,,,
78.33,345613,617721,564953,,,,,,,,,,,,,,,,,,,
78.34,345605,617641,564870,,,,,,,,,,,,,,,,,,,
78.35,345622,617578,564756,,,,,,,,,,,,,,,,,,,
78.36,345606,617450,564682,,,,,,,,,,,,,,,,,,,
78.37,345621,617381,564594,,,,,,,,,,,,,,,,,,,
78.38,345618,617322,564550,,,,,,,,,,,,,,,,,,,
78.39,345635,617330,564558,,,,,,,,,,,,,,,,,,,
78.4,345615,617372,564597,,,,,,,,,,,,,,,,,,,
78.41,345635,617485,564755,,,,,,,,,,,,,,,,,,,
78.42,345624,617567,564929,,,,,,,,,,,,,,,,,,,
78.43,345655,617717,565131,,,,,,,,,,,,,,,,,,,
78.44,345627,617862,565324,,,,,,,,,,,,,,,,,,,
78.45,345655,618029,565542,,,,,,,,,,,,,,,,,,,
78.46,345631,618214,565799,,,,,,,,,,,,,,,,,,,
78.47,345651,618402,566017,,,,,,,,,,,,,,,,,,,
78.48,345622,618530,566187,,,,,,,,,,,,,,,,,,,
78.49,345667,618652,566345,,,,,,,,,,,,,,,,,,,
78.5,345635,618737,566495,,,,,,,,,,,,,,,,,,,
78.51,345651,618853,566623,,,,,,,,,,,,,,,,,,,
78.52,345625,618936,566785,,,,,,,,,,,,,,,,,,,
78.53,345668,619073,566942,,,,,,,,,,,,,,,,,,,
78.54,345622,619185,567123,,,,,,,,,,,,,,,,,,,
78.55,345649,619323,567307,,,,,,,,,,,,,,,,,,,
78.56,345631,619449,567482,,,,,,,,,,,,,,,,,,,
78.57,345662,619588,567637,,,,,,,,,,,,,,,,,,,
78.58,345629,619685,567767,,,,,,,,,,,,,,,,,,,
78.59,345654,619820,567892,,,,,,,,,,,,,,,,,,,
78.6,345627,619880,567968,,,,,,,,,,,,,,,,,,,
78.61,345665,620000,568131,,,,,,,,,,,,,,,,,,,
78.62,345648,620033,568160,,,,,,,,,,,,,,,,,,,
78.63,345651,620102,568237,,,,,,,,,,,,,,,,,,,
78.64,345638,620118,568310,,,,,,,,,,,,,,,,,,,
78.65,345673,620206,568390,,,,,,,,,,,,,,,,,,,
78.66,345643,620234,568464,,,,,,,,,,,,,,,,,,,
78.67,345676,620342,568545,,,,,,,,,,,,,,,,,,,
78.68,345661,620385,568613,,,,,,,,,,,,,,,,,,,
78.69,345673,620466,568733,,,,,,,,,,,,,,,,,,,
78.7,345672,620510,568774,,,,,,,,,,,,,,,,,,,
78.71,345687,620586,568858,,,,,,,,,,,,,,,,,,,
78.72,345657,620615,568867,,,,,,,,,,,,,,,,,,,
78.73,345666,620604,568891,,,,,,,,,,,,,,,,,,,
78.74,345652,620474,568685,,,,,,,,,,,,,,,,,,,
78.75,345671,620245,568440,,,,,,,,,,,,,,,,,,,
78.76,345654,619754,567856,,,,,,,,,,,,,,,,,,,
78.77,345667,618963,566877,,,,,,,,,,,,,,,,,,,
78.78,345655,617584,565134,,,,,,,,,,,,,,,,,,,
78.79,345661,616184,563445,,,,,,,,,,,,,,,,,,,
78.8,345639,614903,561839,,,,,,,,,,,,,,,,,,,
78.81,345651,613904,560661,,,,,,,,,,,,,,,,,,,
78.82,345624,613197,559795,,,,,,,,,,,,,,,,,,,
78.83,345649,612784,559303,,,,,,,,,,,,,,,,,,,
78.84,345611,612470,558971,,,,,,,,,,,,,,,,,,,
78.85,345609,612344,558771,,,,,,,,,,,,,,,,,,,
78.86,345605,612259,558697,100,91.46,78.2,4.56,0.6566,0,0,0,0,,,,,,,,,,
78.87,345603,612322,558736,,,,,,,,,,,,,,,,,,,
78.88,345596,612387,558837,,,,,,,,,,,,,,,,,,,
78.89,345590,612525,558999,,,,,,,,,,,,,,,,,,,
78.9,345565,612673,559141,,,,,,,,,,,,,,,,,,,
78.91,345606,612850,559398,,,,,,,,,,,,,,,,,,,
78.92,345560,613056,559632,,,,,,,,,,,,,,,,,,,
78.93,345593,613351,560007,,,,,,,,,,,,,,,,,,,
78.94,345572,613661,560421,,,,,,,,,,,,,,,,,,,
78.95,345602,614006,560847,,,,,,,,,,,,,,,,,,,
78.96,345570,614339,561280,,,,,,,,,,,,,,,,,,,
78.97,345608,614734,561770,,,,,,,,,,,,,,,,,,,
78.98,345580,615053,562183,,,,,,,,,,,,,,,,,,,
78.99,345622,615435,562638,,,,,,,,,,,,,,,,,,,
79.0,345597,615743,563021,,,,,,,,,,,,,,,,,,,
79.01,345624,616035,563363,,,,,,,,,,,,,,,,,,,
79.02,345582,616207,563627,,,,,,,,,,,,,,,,,,,
79.03,345626,616417,563872,,,,,,,,,,,,,,,,,,,
79.04,345610,616540,564026,,,,,,,,,,,,,,,,,,,
79.05,345617,616622,564131,,,,,,,,,,,,,,,,,,,
79.06,345598,616691,564228,,,,,,,,,,,,,,,,,,,
79.07,345610,616787,564285,,,,,,,,,,,,,,,,,,,
79.08,345580,616785,564331,,,,,,,,,,,,,,,,,,,
79.09,345616,616842,564346,,,,,,,,,,,,,,,,,,,
79.1,345586,616800,564318,,,,,,,,,,,,,,,,,,,
79.11,345619,616818,564352,,,,,,,,,,,,,,,,,,,
79.12,345584,616859,564378,,,,,,,,,,,,,,,,,,,
79.13,345617,616955,564501,,,,,,,,,,,,,,,,,,,
79.14,345600,617018,564598,,,,,,,,,,,,,,,,,,,
79.15,345621,617193,564795,,,,,,,,,,,,,,,,,,,
79.16,345606,617290,564923,,,,,,,,,,,,,,,,,,,
79.17,345634,617477,565150,,,,,,,,,,,,,,,,,,,
79.18,345600,617588,565339,,,,,,,,,,,,,,,,,,,
79.19,345619,617820,565588,,,,,,,,,,,,,,,,,,,
79.2,345612,617986,565845,,,,,,,,,,,,,,,,,,,
79.21,345609,618228,566134,,,,,,,,,,,,,,,,,,,
79.22,345611,618422,566382,,,,,,,,,,,,,,,,,,,
79.23,345632,618608,566652,,,,,,,,,,,,,,,,,,,
79.24,345621,618777,566876,,,,,,,,,,,,,,,,,,,
79.25,345629,619008,567102,,,,,,,,,,,,,,,,,,,
79.26,345610,619106,567273,,,,,,,,,,,,,,,,,,,
79.27,345632,619286,567466,,,,,,,,,,,,,,,,,,,
79.28,345620,619390,567594,,,,,,,,,,,,,,,,,,,
79.29,345645,619524,567742,,,,,,,,,,,,,,,,,,,
79.3,345621,619614,567813,,,,,,,,,,,,,,,,,,,
79.31,345636,619725,567968,,,,,,,,,,,,,,,,,,,
79.32,345620,619762,568032,,,,,,,,,,,,,,,,,,,
79.33,345636,619875,568123,,,,,,,,,,,,,,,,,,,
79.34,345631,619916,568224,,,,,,,,,,,,,,,,,,,
79.35,345648,619997,568302,,,,,,,,,,,,,,,,,,,
79.36,345626,620025,568348,,,,,,,,,,,,,,,,,,,
79.37,345641,620082,568468,,,,,,,,,,,,,,,,,,,
79.38,345633,620125,568495,,,,,,,,,,,,,,,,,,,
79.39,345655,620161,568515,,,,,,,,,,,,,,,,,,,
79.4,345639,620132,568468,,,,,,,,,,,,,,,,,,,
79.41,345643,620006,568366,,,,,,,,,,,,,,,,,,,
79.42,345625,619743,568063,,,,,,,,,,,,,,,,,,,
79.43,345638,619315,567539,,,,,,,,,,,,,,,,,,,
79.44,345617,618478,566497,,,,,,,,,,,,,,,,,,,
79.45,345636,617057,564720,,,,,,,,,,,,,,,,,,,
79.46,345615,615627,562959,,,,,,,,,,,,,,,,,,,
79.47,345606,614307,561358,,,,,,,,,,,,,,,,,,,
79.48,345599,613334,560220,,,,,,,,,,,,,,,,,,,
79.49,345604,612689,559405,,,,,,,,,,,,,,,,,,,
79.5,345580,612259,558878,,,,,,,,,,,,,,,,,,,
79.51,345590,611988,558559,,,,,,,,,,,,,,,,,,,
79.52,345562,611802,558336,,,,,,,,,,,,,,,,,,,
79.53,345581,611770,558286,,,,,,,,,,,,,,,,,,,
79.54,345585,611763,558290,,,,,,,,,,,,,,,,,,,
79.55,345587,611833,558360,,,,,,,,,,,,,,,,,,,
79.56,345575,611904,558432,,,,,,,,,,,,,,,,,,,
79.57,345583,611999,558558,,,,,,,,,,,,,,,,,,,
79.58,345557,612070,558643,,,,,,,,,,,,,,,,,,,
79.59,345575,612186,558796,,,,,,,,,,,,,,,,,,,
79.6,345562,612315,558985,,,,,,,,,,,,,,,,,,,
79.61,345579,612524,559245,,,,,,,,,,,,,,,,,,,
79.62,345569,612763,559577,,,,,,,,,,,,,,,,,,,
79.63,345592,613112,559980,,,,,,,,,,,,,,,,,,,
79.64,345567,613429,560405,,,,,,,,,,,,,,,,,,,
79.65,345595,613834,560883,,,,,,,,,,,,,,,,,,,
79.66,345578,614198,561348,,,,,,,,,,,,,,,,,,,
79.67,345594,614591,561843,,,,,,,,,,,,,,,,,,,
79.68,345584,614915,562240,,,,,,,,,,,,,,,,,,,
79.69,345600,615211,562603,,,,,,,,,,,,,,,,,,,
79.7,345567,615444,562870,,,,,,,,,,,,,,,,,,,
79.71,345589,615590,563076,,,,,,,,,,,,,,,,,,,
79.72,345587,615696,563205,,,,,,,,,,,,,,,,,,,
79.73,345597,615780,563291,,,,,,,,,,,,,,,,,,,
79.74,345582,615839,563329,,,,,,,,,,,,,,,,,,,
79.75,345591,615798,563360,,,,,,,,,,,,,,,,,,,
79.76,345573,615785,563325,,,,,,,,,,,,,,,,,,,
79.77,345603,615838,563352,,,,,,,,,,,,,,,,,,,
79.78,345582,615816,563384,,,,,,,,,,,,,,,,,,,
79.79,345600,615890,563458,,,,,,,,,,,,,,,,,,,
79.8,345581,615933,563515,,,,,,,,,,,,,,,,,,,
79.81,345593,616053,563653,,,,,,,,,,,,,,,,,,,
79.82,345579,616155,563829,,,,,,,,,,,,,,,,,,,
79.83,345602,616306,564014,,,,,,,,,,,,,,,,,,,
79.84,345590,616447,564187,,,,,,,,,,,,,,,,,,,
79.85,345598,616562,564385,,,,,,,,,,,,,,,,,,,
79.86,345578,616689,564536,,,,,,,,,,,,,,,,,,,
79.87,345602,616871,564752,,,,,,,,,,,,,,,,,,,
79.88,345602,616993,564923,100,91.32,78.9,4.55,0.6555,0,0,0,0,,,,,,,,,,
79.89,345621,617153,565114,,,,,,,,,,,,,,,,,,,
79.9,345586,617309,565317,,,,,,,,,,,,,,,,,,,
79.91,345615,617521,565581,,,,,,,,,,,,,,,,,,,
79.92,345589,617710,565814,,,,,,,,,,,,,,,,,,,
79.93,345617,617931,566095,,,,,,,,,,,,,,,,,,,
